id_mantenimiento,id_vehiculo,id_componente,fecha_mantenimiento,kilometraje_mantenimiento,tipo_mantenimiento,categoria_componente,componente,severidad,causa_falla,solucion,horas_fuera_servicio,costo_repuesto,costo_mano_obra,costo_total,estado
M00173,16,17,2023-09-05,63588.0,Preventivo,Sensores,Sensor de temperatura,Crítica,Falla mecánica,Inspección y ajuste,32,4302.34,1759,6061.34,Pendiente
M00174,16,16,2023-09-26,25856.0,Emergencia,Motor,Banda de distribución,Crítica,Fuga de aceite,Cambio de pieza dañada,34,37962.5,2933,40895.5,Completado
M00175,16,5,2024-01-07,0.0,Correctivo,Frenos,Discos de freno,Baja,Desgaste de discos,Cambio de pieza dañada,3,11461.87,1106,12567.87,Completado
M00176,16,2,2024-07-11,22476.0,Preventivo,Sistema eléctrico,Alternador,Media,Falla mecánica,Inspección y ajuste,6,11962.71,1915,13877.71,Completado
M00177,16,19,2025-04-04,36565.0,Correctivo,Sistema eléctrico,Luces,Baja,Falla mecánica,Corrección de falla,4,15125.0,1091,16216.0,Completado
M00178,16,7,2025-10-16,25971.0,Preventivo,Suspensión,Amortiguadores,Baja,Desgaste de bujes,Inspección y ajuste,1,1091.71,2772,3863.71,Completado
M00179,16,2,2026-02-05,22798.0,Correctivo,Sistema eléctrico,Alternador,Baja,Falla mecánica,Reparación del componente,2,26268.12,2741,29009.12,Completado
M00180,16,10,2026-08-01,12356.0,Preventivo,Combustible,Bomba de combustible,Baja,Falla de inyector,Cambio preventivo,3,7577.63,2395,9972.63,Completado
M00181,17,14,2025-01-16,41736.0,Preventivo,Transmisión,Clutch,Media,Sobrecalentamiento,Lubricación,9,771.88,1399,2170.88,Completado
M00182,17,5,2025-04-08,45166.0,Preventivo,Frenos,Discos de freno,Baja,Fuga de líquido,Ajuste del componente,2,3395.86,513,3908.86,Completado
M00183,17,12,2025-04-19,61099.0,Correctivo,Motor,Filtro de aire,Alta,Desgaste por kilometraje,Corrección de falla,25,7170.19,1766,8936.19,Completado
M00184,17,8,2025-06-27,50348.0,Correctivo,Motor,Radiador,Alta,Sobrecalentamiento,Reemplazo del componente,16,19118.69,2489,21607.69,Completado
M00185,17,16,2025-08-30,131301.0,Preventivo,Motor,Banda de distribución,Media,Falta de lubricación,Inspección y ajuste,9,9278.73,534,9812.73,Completado
M00186,17,3,2025-09-11,27907.0,Correctivo,Sistema eléctrico,Batería,Baja,Falla mecánica,Corrección de falla,4,21819.34,658,22477.34,Completado
M00187,17,20,2025-10-23,38490.0,Correctivo,Escape,Sistema de escape,Media,Mantenimiento preventivo,Reemplazo del componente,5,22335.24,3079,25414.24,Completado
M00188,17,6,2025-12-26,108387.0,Preventivo,Suspensión,Neumáticos,Media,Fatiga del componente,Lubricación,5,5520.32,3413,8933.32,Pendiente
M00189,17,6,2026-05-05,122469.0,Emergencia,Suspensión,Neumáticos,Baja,Golpe por irregularidad del camino,Ajuste y calibración,4,18723.37,685,19408.37,Completado
M00190,17,3,2026-05-15,83191.0,Preventivo,Sistema eléctrico,Batería,Alta,Falla eléctrica,Lubricación,15,13981.85,3414,17395.85,Pendiente
M00191,17,16,2026-06-29,107105.0,Emergencia,Motor,Banda de distribución,Crítica,Falta de lubricación,Reemplazo del componente,68,38901.43,2840,41741.43,Completado
M00192,17,1,2026-07-17,40297.0,Emergencia,Motor,Motor,Media,Fuga de aceite,Corrección de falla,12,26473.28,513,26986.28,Completado
M00193,17,6,2026-07-31,78975.0,Emergencia,Suspensión,Neumáticos,Baja,Golpe por irregularidad del camino,Cambio de pieza dañada,3,14739.3,2540,17279.3,Completado
M00194,18,15,2025-02-23,213456.0,Preventivo,Transmisión,Caja de cambios,Baja,Desgaste de engranajes,Lubricación,1,705.96,769,1474.96,Pendiente
M00195,18,20,2025-09-04,240577.0,Emergencia,Escape,Sistema de escape,Baja,Desgaste por uso,Reemplazo del componente,1,32798.54,2299,35097.54,Pendiente
M00196,18,7,2025-10-19,161741.0,Emergencia,Suspensión,Amortiguadores,Media,Desgaste de bujes,Reemplazo del componente,8,4162.88,2456,6618.88,Completado
M00197,18,2,2025-10-27,179575.0,Correctivo,Sistema eléctrico,Alternador,Media,Falla eléctrica,Reparación del componente,7,16708.66,2425,19133.66,Completado
M00198,18,19,2026-01-26,155425.0,Preventivo,Sistema eléctrico,Luces,Baja,Falla eléctrica,Cambio preventivo,1,4962.52,1543,6505.52,Completado
M00199,19,20,2019-02-05,102037.0,Correctivo,Escape,Sistema de escape,Baja,Mantenimiento preventivo,Cambio de pieza dañada,2,28394.05,625,29019.05,Completado
M00200,19,3,2019-07-01,99812.0,Preventivo,Sistema eléctrico,Batería,Baja,Falla eléctrica,Revisión general,4,8255.59,1817,10072.59,Pendiente
M00201,19,13,2019-12-26,201241.0,Preventivo,Combustible,Filtro de combustible,Baja,Falla de inyector,Revisión general,3,6510.67,2533,9043.67,Pendiente
M00202,19,3,2022-01-07,95034.0,Emergencia,Sistema eléctrico,Batería,Alta,Falla eléctrica,Reparación del componente,22,35076.61,1698,36774.61,Completado
M00203,19,2,2022-01-17,181622.0,Preventivo,Sistema eléctrico,Alternador,Baja,Desgaste por uso,Cambio preventivo,4,10738.81,802,11540.81,Pendiente
M00204,19,4,2022-03-06,104335.0,Preventivo,Frenos,Pastillas de freno,Crítica,Fuga de líquido,Revisión general,71,14420.23,1810,16230.23,Completado
M00205,19,8,2022-07-19,136142.0,Preventivo,Motor,Radiador,Crítica,Desgaste interno,Inspección y ajuste,32,9126.77,1509,10635.77,Completado
M00206,19,8,2024-07-21,87195.0,Preventivo,Motor,Radiador,Alta,Desgaste por kilometraje,Ajuste del componente,22,7039.23,3136,10175.23,Completado
M00207,19,9,2024-08-28,113962.0,Correctivo,Motor,Bomba de agua,Crítica,Desgaste interno,Cambio de pieza dañada,41,1885.18,518,2403.18,Completado
M00208,20,18,2018-02-03,18844.0,Preventivo,Sensores,Sensor de presión,Baja,Desgaste por uso,Cambio preventivo,2,1634.05,2838,4472.05,Completado
M00209,20,13,2018-09-16,2234.0,Emergencia,Combustible,Filtro de combustible,Crítica,Fuga,Reparación del componente,44,23965.99,3489,27454.99,Pendiente
M00210,20,9,2018-09-27,0.0,Preventivo,Motor,Bomba de agua,Crítica,Desgaste interno,Lubricación,28,550.87,1677,2227.87,Pendiente
M00211,20,17,2018-10-14,0.0,Correctivo,Sensores,Sensor de temperatura,Media,Mantenimiento preventivo,Reparación del componente,9,12452.33,542,12994.33,Pendiente
M00212,20,8,2019-11-05,3175.0,Preventivo,Motor,Radiador,Media,Fuga de aceite,Ajuste del componente,8,7977.67,906,8883.67,Completado
M00213,20,19,2020-11-18,0.0,Preventivo,Sistema eléctrico,Luces,Media,Falla eléctrica,Cambio preventivo,9,10243.72,823,11066.72,Completado
M00214,20,1,2021-04-11,20620.0,Emergencia,Motor,Motor,Alta,Desgaste interno,Corrección de falla,26,23451.97,872,24323.97,Completado
M00215,20,19,2024-01-21,0.0,Preventivo,Sistema eléctrico,Luces,Media,Falla mecánica,Lubricación,7,6284.27,501,6785.27,Completado
M00216,20,4,2024-05-18,0.0,Emergencia,Frenos,Pastillas de freno,Media,Fuga de líquido,Reemplazo del componente,10,36137.23,1562,37699.23,Completado
M00217,20,13,2024-08-07,0.0,Correctivo,Combustible,Filtro de combustible,Baja,Falla de inyector,Reemplazo del componente,2,12892.74,1975,14867.74,Pendiente
M00218,20,2,2026-03-31,0.0,Correctivo,Sistema eléctrico,Alternador,Baja,Falla eléctrica,Cambio de pieza dañada,2,21611.76,2688,24299.76,Completado
M00219,21,15,2025-03-11,54481.0,Correctivo,Transmisión,Caja de cambios,Media,Falta de lubricación,Reparación del componente,10,1975.13,3078,5053.13,Completado
M00220,21,4,2025-03-21,94111.0,Preventivo,Frenos,Pastillas de freno,Media,Fuga de líquido,Cambio preventivo,4,13694.77,1962,15656.77,Pendiente
M00221,21,17,2025-05-05,79060.0,Preventivo,Sensores,Sensor de temperatura,Baja,Falla eléctrica,Cambio preventivo,3,3362.82,1161,4523.82,Pendiente
M00222,21,16,2025-05-25,132379.0,Preventivo,Motor,Banda de distribución,Baja,Desgaste por kilometraje,Inspección y ajuste,2,12753.96,1600,14353.96,Completado
M00223,21,17,2025-08-03,65574.0,Preventivo,Sensores,Sensor de temperatura,Alta,Falla mecánica,Inspección y ajuste,18,5060.4,2077,7137.4,Completado
M00224,21,1,2025-08-26,121125.0,Preventivo,Motor,Motor,Media,Sobrecalentamiento,Revisión general,10,8240.84,1741,9981.84,Completado
M00225,21,7,2025-10-08,86213.0,Correctivo,Suspensión,Amortiguadores,Alta,Desgaste por uso,Ajuste y calibración,12,3029.1,2422,5451.1,Completado
M00226,21,3,2025-10-25,87352.0,Preventivo,Sistema eléctrico,Batería,Media,Desgaste por uso,Ajuste del componente,8,7607.34,3375,10982.34,Completado
M00227,21,17,2026-03-20,85798.0,Correctivo,Sensores,Sensor de temperatura,Crítica,Mantenimiento preventivo,Reparación del componente,45,10441.78,2928,13369.78,Completado
M00228,21,14,2026-04-13,41030.0,Correctivo,Transmisión,Clutch,Baja,Desgaste por kilometraje,Corrección de falla,4,1387.51,2901,4288.51,Completado
M00229,21,12,2026-04-26,110988.0,Correctivo,Motor,Filtro de aire,Alta,Fuga de aceite,Reparación del componente,27,9989.81,2834,12823.81,Completado
M00230,21,19,2026-05-01,90973.0,Emergencia,Sistema eléctrico,Luces,Baja,Falla eléctrica,Corrección de falla,4,19153.82,1156,20309.82,Completado
M00231,21,20,2026-08-07,56845.0,Emergencia,Escape,Sistema de escape,Alta,Falla eléctrica,Corrección de falla,16,25599.02,3174,28773.02,Pendiente
M00232,22,8,2019-05-15,68875.0,Correctivo,Motor,Radiador,Crítica,Desgaste interno,Reparación del componente,56,12105.56,3056,15161.56,Completado
M00233,22,16,2019-09-19,52459.0,Preventivo,Motor,Banda de distribución,Baja,Fuga de aceite,Cambio preventivo,1,9450.62,2510,11960.62,Completado
M00234,22,16,2019-12-17,52009.0,Correctivo,Motor,Banda de distribución,Crítica,Falta de lubricación,Ajuste y calibración,45,18861.69,810,19671.69,Completado
M00235,22,7,2021-11-07,0.0,Emergencia,Suspensión,Amortiguadores,Media,Holgura,Reparación del componente,4,4486.68,989,5475.68,Completado
M00236,22,20,2022-08-16,11087.0,Preventivo,Escape,Sistema de escape,Alta,Falla eléctrica,Ajuste del componente,14,13064.29,2193,15257.29,Completado
M00237,22,18,2023-01-08,81323.0,Preventivo,Sensores,Sensor de presión,Alta,Falla eléctrica,Ajuste del componente,29,2394.42,3406,5800.42,Completado
M00238,22,20,2023-02-21,13524.0,Preventivo,Escape,Sistema de escape,Baja,Falla mecánica,Inspección y ajuste,4,14289.44,2800,17089.44,Completado
M00239,22,5,2024-02-28,0.0,Emergencia,Frenos,Discos de freno,Crítica,Desgaste por uso,Reemplazo del componente,29,17230.18,3446,20676.18,Completado
M00240,22,4,2024-06-09,0.0,Correctivo,Frenos,Pastillas de freno,Baja,Desgaste por uso,Cambio de pieza dañada,4,19954.54,1463,21417.54,Pendiente
M00241,22,2,2025-04-04,13774.0,Correctivo,Sistema eléctrico,Alternador,Media,Desgaste por uso,Cambio de pieza dañada,9,25012.39,1345,26357.39,Completado
M00242,22,9,2025-05-03,0.0,Emergencia,Motor,Bomba de agua,Baja,Desgaste interno,Ajuste y calibración,1,2083.54,3014,5097.54,Completado
M00243,22,17,2026-02-07,32367.0,Preventivo,Sensores,Sensor de temperatura,Baja,Falla mecánica,Inspección y ajuste,4,3506.09,1189,4695.09,Completado
M00244,23,5,2020-08-25,76481.0,Correctivo,Frenos,Discos de freno,Baja,Fuga de líquido,Corrección de falla,1,8431.63,2138,10569.63,Pendiente
M00245,23,20,2021-02-03,110921.0,Correctivo,Escape,Sistema de escape,Media,Mantenimiento preventivo,Corrección de falla,8,21267.6,921,22188.6,Completado
M00246,23,14,2021-05-07,26558.0,Emergencia,Transmisión,Clutch,Alta,Desgaste de engranajes,Cambio de pieza dañada,25,1909.93,2702,4611.93,Completado
M00247,23,7,2023-06-14,60295.0,Emergencia,Suspensión,Amortiguadores,Alta,Fatiga del componente,Cambio de pieza dañada,26,3406.1,2952,6358.1,Completado
M00248,23,1,2024-03-31,62904.0,Preventivo,Motor,Motor,Alta,Desgaste por kilometraje,Revisión general,24,11914.66,2760,14674.66,Completado
M00249,23,18,2025-03-20,122661.0,Preventivo,Sensores,Sensor de presión,Alta,Desgaste por uso,Ajuste del componente,28,1868.39,663,2531.39,Completado
M00250,23,2,2026-04-02,94032.0,Correctivo,Sistema eléctrico,Alternador,Media,Mantenimiento preventivo,Corrección de falla,7,16017.46,3057,19074.46,Completado
M00251,24,16,2025-01-10,40131.0,Preventivo,Motor,Banda de distribución,Baja,Desgaste por kilometraje,Lubricación,1,7939.03,1071,9010.03,Completado
M00252,24,10,2025-02-14,37497.0,Preventivo,Combustible,Bomba de combustible,Media,Contaminación,Inspección y ajuste,9,7700.46,1258,8958.46,Completado
M00253,24,4,2025-03-14,47985.0,Preventivo,Frenos,Pastillas de freno,Media,Desgaste por uso,Revisión general,4,15208.65,3128,18336.65,Pendiente
M00254,24,12,2025-03-29,108483.0,Correctivo,Motor,Filtro de aire,Baja,Sobrecalentamiento,Cambio de pieza dañada,1,6570.88,907,7477.88,Pendiente
M00255,24,4,2025-04-20,134841.0,Correctivo,Frenos,Pastillas de freno,Baja,Fuga de líquido,Ajuste y calibración,3,29939.23,935,30874.23,Pendiente
M00256,24,18,2025-06-03,114751.0,Preventivo,Sensores,Sensor de presión,Media,Falla mecánica,Lubricación,11,2338.09,1272,3610.09,Completado
M00257,24,8,2025-07-07,109563.0,Correctivo,Motor,Radiador,Baja,Desgaste por kilometraje,Corrección de falla,1,13846.18,3010,16856.18,Completado
M00258,24,13,2025-07-11,85147.0,Correctivo,Combustible,Filtro de combustible,Crítica,Obstrucción,Cambio de pieza dañada,33,17539.37,716,18255.37,Pendiente
M00259,24,4,2025-08-22,84942.0,Correctivo,Frenos,Pastillas de freno,Media,Desgaste de discos,Ajuste y calibración,5,26937.81,1280,28217.81,Completado
M00260,24,17,2025-11-11,99707.0,Preventivo,Sensores,Sensor de temperatura,Baja,Falla eléctrica,Ajuste del componente,2,4841.34,2188,7029.34,Completado
M00261,24,13,2026-02-09,142246.0,Preventivo,Combustible,Filtro de combustible,Baja,Falla de inyector,Cambio preventivo,4,6060.18,2503,8563.18,Completado
M00262,24,19,2026-02-22,113866.0,Preventivo,Sistema eléctrico,Luces,Alta,Falla eléctrica,Inspección y ajuste,18,6549.3,2067,8616.3,Pendiente
M00263,25,11,2019-04-22,53898.0,Preventivo,Combustible,Inyectores,Crítica,Desgaste de bomba,Lubricación,36,8177.56,3081,11258.56,Completado
M00264,25,20,2019-09-08,56879.0,Correctivo,Escape,Sistema de escape,Alta,Falla eléctrica,Ajuste y calibración,26,28574.58,782,29356.58,Completado
M00265,25,19,2020-07-04,108856.0,Correctivo,Sistema eléctrico,Luces,Alta,Falla mecánica,Ajuste y calibración,14,16130.02,2968,19098.02,Completado
M00266,25,17,2022-02-19,8055.0,Correctivo,Sensores,Sensor de temperatura,Crítica,Falla eléctrica,Reparación del componente,70,12427.78,1804,14231.78,Completado
M00267,25,13,2022-08-07,62944.0,Preventivo,Combustible,Filtro de combustible,Media,Contaminación,Lubricación,6,7114.16,948,8062.16,Completado
M00268,25,20,2023-01-06,78414.0,Preventivo,Escape,Sistema de escape,Baja,Falla mecánica,Lubricación,3,12145.5,2849,14994.5,Completado
M00269,25,2,2023-03-30,27711.0,Correctivo,Sistema eléctrico,Alternador,Baja,Mantenimiento preventivo,Corrección de falla,2,24664.79,3145,27809.79,Completado
M00270,25,17,2023-07-27,92737.0,Emergencia,Sensores,Sensor de temperatura,Crítica,Desgaste por uso,Ajuste y calibración,54,16831.14,3134,19965.14,Completado
M00271,25,13,2024-07-26,9055.0,Preventivo,Combustible,Filtro de combustible,Media,Contaminación,Cambio preventivo,9,10500.46,1543,12043.46,Completado
M00272,25,14,2024-07-30,33965.0,Correctivo,Transmisión,Clutch,Crítica,Fuga de aceite,Corrección de falla,33,1153.54,2523,3676.54,Pendiente
M00273,25,5,2024-12-28,52946.0,Preventivo,Frenos,Discos de freno,Alta,Fuga de líquido,Cambio preventivo,25,4973.82,3130,8103.82,Pendiente
M00274,25,2,2026-05-01,105967.0,Correctivo,Sistema eléctrico,Alternador,Baja,Falla eléctrica,Reparación del componente,4,14812.73,3447,18259.73,Completado
M00275,25,19,2026-07-26,52007.0,Preventivo,Sistema eléctrico,Luces,Media,Falla eléctrica,Revisión general,6,6580.32,559,7139.32,Pendiente
M00276,26,19,2020-01-03,87684.0,Preventivo,Sistema eléctrico,Luces,Media,Falla eléctrica,Revisión general,9,9042.26,1470,10512.26,Completado
M00277,26,9,2020-05-14,112928.0,Preventivo,Motor,Bomba de agua,Crítica,Desgaste interno,Ajuste del componente,38,593.95,2275,2868.95,Completado
M00278,26,17,2021-09-19,55406.0,Preventivo,Sensores,Sensor de temperatura,Baja,Mantenimiento preventivo,Lubricación,2,5636.74,2028,7664.74,Completado
M00279,26,16,2022-02-19,54358.0,Correctivo,Motor,Banda de distribución,Media,Desgaste por kilometraje,Reemplazo del componente,9,25002.05,2801,27803.05,Completado
M00280,26,3,2022-05-08,101408.0,Correctivo,Sistema eléctrico,Batería,Media,Desgaste por uso,Cambio de pieza dañada,6,27933.89,1949,29882.89,Completado
M00281,26,3,2022-09-30,49002.0,Correctivo,Sistema eléctrico,Batería,Media,Desgaste por uso,Reparación del componente,9,22758.06,1203,23961.06,Pendiente
M00282,26,4,2022-10-05,67890.0,Emergencia,Frenos,Pastillas de freno,Baja,Pérdida de presión,Reemplazo del componente,2,39783.58,3339,43122.58,Completado
M00283,26,11,2023-01-15,125688.0,Emergencia,Combustible,Inyectores,Media,Falla de inyector,Cambio de pieza dañada,7,23803.79,2119,25922.79,Completado
M00284,26,7,2023-01-21,59436.0,Correctivo,Suspensión,Amortiguadores,Baja,Desgaste de bujes,Reparación del componente,2,2782.74,662,3444.74,Pendiente
M00285,26,18,2023-07-21,129766.0,Emergencia,Sensores,Sensor de presión,Baja,Desgaste por uso,Corrección de falla,1,4524.51,1081,5605.51,Pendiente
M00286,26,10,2024-07-04,144058.0,Preventivo,Combustible,Bomba de combustible,Media,Fuga,Lubricación,7,4913.61,1374,6287.61,Completado
M00287,26,10,2025-04-03,47380.0,Preventivo,Combustible,Bomba de combustible,Crítica,Fuga,Revisión general,71,4853.29,1671,6524.29,Completado
M00288,26,12,2026-07-14,142094.0,Preventivo,Motor,Filtro de aire,Media,Desgaste por kilometraje,Cambio preventivo,8,5947.01,2861,8808.01,Completado
M00289,26,13,2026-07-31,144416.0,Preventivo,Combustible,Filtro de combustible,Alta,Obstrucción,Inspección y ajuste,23,11791.67,870,12661.67,Completado
M00290,27,18,2018-02-18,0.0,Preventivo,Sensores,Sensor de presión,Crítica,Falla mecánica,Revisión general,44,2052.58,3157,5209.58,Completado
M00291,27,20,2020-12-31,4197.0,Emergencia,Escape,Sistema de escape,Baja,Falla mecánica,Corrección de falla,3,30366.58,2403,32769.58,Pendiente
M00292,27,12,2021-03-08,21053.0,Emergencia,Motor,Filtro de aire,Media,Sobrecalentamiento,Cambio de pieza dañada,4,9336.89,1110,10446.89,Pendiente
M00293,27,9,2021-07-28,38897.0,Preventivo,Motor,Bomba de agua,Media,Desgaste interno,Ajuste del componente,8,610.49,2178,2788.49,Pendiente
M00294,27,6,2021-12-11,42206.0,Emergencia,Suspensión,Neumáticos,Media,Holgura,Reparación del componente,4,19287.06,3227,22514.06,Completado
M00295,27,4,2023-09-04,46182.0,Emergencia,Frenos,Pastillas de freno,Media,Fuga de líquido,Corrección de falla,9,35649.17,2077,37726.17,Completado
M00296,27,18,2023-10-16,0.0,Preventivo,Sensores,Sensor de presión,Media,Falla mecánica,Ajuste del componente,11,2832.63,3256,6088.63,Completado
M00297,27,13,2023-11-08,0.0,Correctivo,Combustible,Filtro de combustible,Media,Obstrucción,Reemplazo del componente,10,18632.52,984,19616.52,Completado
M00298,27,16,2023-12-05,62859.0,Emergencia,Motor,Banda de distribución,Baja,Falta de lubricación,Ajuste y calibración,2,34001.3,967,34968.3,Completado
M00299,27,1,2024-02-21,67932.0,Preventivo,Motor,Motor,Media,Falta de lubricación,Revisión general,4,9495.98,539,10034.98,Pendiente
M00300,27,19,2024-08-24,1987.0,Correctivo,Sistema eléctrico,Luces,Media,Desgaste por uso,Corrección de falla,12,11412.72,2913,14325.72,Completado
M00301,27,2,2025-12-30,37978.0,Emergencia,Sistema eléctrico,Alternador,Baja,Falla eléctrica,Cambio de pieza dañada,2,22971.31,2410,25381.31,Completado
M00302,27,7,2026-05-02,43660.0,Correctivo,Suspensión,Amortiguadores,Media,Fatiga del componente,Reemplazo del componente,8,2496.74,746,3242.74,Completado
M00303,28,15,2024-01-31,0.0,Correctivo,Transmisión,Caja de cambios,Media,Fuga de aceite,Ajuste y calibración,5,1943.32,764,2707.32,Pendiente
M00304,28,6,2024-07-19,0.0,Correctivo,Suspensión,Neumáticos,Baja,Golpe por irregularidad del camino,Cambio de pieza dañada,1,12187.06,3490,15677.06,Pendiente
M00305,28,16,2025-06-03,27888.0,Preventivo,Motor,Banda de distribución,Crítica,Sobrecalentamiento,Revisión general,71,12112.28,975,13087.28,Pendiente
M00306,28,12,2026-01-28,2919.0,Preventivo,Motor,Filtro de aire,Crítica,Desgaste por kilometraje,Cambio preventivo,64,3112.54,2198,5310.54,Completado
M00307,28,20,2026-04-20,0.0,Preventivo,Escape,Sistema de escape,Baja,Falla eléctrica,Inspección y ajuste,2,12188.58,2826,15014.58,Completado
M00308,29,12,2021-03-04,115989.0,Preventivo,Motor,Filtro de aire,Media,Falta de lubricación,Cambio preventivo,8,3665.3,2338,6003.3,Completado
M00309,29,7,2021-05-01,155168.0,Correctivo,Suspensión,Amortiguadores,Alta,Desgaste de bujes,Reemplazo del componente,18,3951.17,2519,6470.17,Completado
M00310,29,16,2021-07-09,153659.0,Correctivo,Motor,Banda de distribución,Alta,Falta de lubricación,Corrección de falla,13,26220.15,1145,27365.15,Completado
M00311,29,9,2021-07-17,99984.0,Emergencia,Motor,Bomba de agua,Media,Sobrecalentamiento,Reemplazo del componente,7,1779.0,2546,4325.0,Completado
M00312,29,13,2021-12-21,150619.0,Emergencia,Combustible,Filtro de combustible,Baja,Obstrucción,Reemplazo del componente,3,27866.71,3494,31360.71,Pendiente
M00313,29,5,2022-03-31,192947.0,Correctivo,Frenos,Discos de freno,Alta,Desgaste de pastillas,Corrección de falla,30,12122.67,2159,14281.67,Completado
M00314,29,13,2022-05-21,152074.0,Emergencia,Combustible,Filtro de combustible,Alta,Contaminación,Reemplazo del componente,20,21125.1,3483,24608.1,Pendiente
M00315,29,7,2022-09-19,108921.0,Correctivo,Suspensión,Amortiguadores,Baja,Golpe por irregularidad del camino,Reemplazo del componente,2,2686.1,2262,4948.1,Pendiente
M00316,29,20,2022-12-26,189100.0,Preventivo,Escape,Sistema de escape,Media,Mantenimiento preventivo,Revisión general,10,14553.38,2121,16674.38,Completado
M00317,29,18,2024-05-04,149643.0,Preventivo,Sensores,Sensor de presión,Crítica,Mantenimiento preventivo,Revisión general,44,2882.97,1278,4160.97,Completado
M00318,29,13,2024-12-26,196098.0,Correctivo,Combustible,Filtro de combustible,Alta,Desgaste de bomba,Corrección de falla,20,17486.3,2544,20030.3,Completado
M00319,29,9,2025-02-14,92326.0,Preventivo,Motor,Bomba de agua,Baja,Desgaste por kilometraje,Ajuste del componente,4,750.62,842,1592.62,Completado
M00320,29,18,2025-03-27,115281.0,Preventivo,Sensores,Sensor de presión,Media,Falla mecánica,Ajuste del componente,6,2251.57,905,3156.57,Completado
M00321,29,1,2025-04-02,185719.0,Correctivo,Motor,Motor,Media,Desgaste interno,Corrección de falla,7,14653.36,1978,16631.36,Completado
M00322,29,3,2026-05-27,203756.0,Preventivo,Sistema eléctrico,Batería,Crítica,Mantenimiento preventivo,Inspección y ajuste,64,12403.95,2507,14910.95,Pendiente
M00323,30,9,2022-05-26,0.0,Correctivo,Motor,Bomba de agua,Baja,Sobrecalentamiento,Corrección de falla,1,1694.74,641,2335.74,Pendiente
M00324,30,18,2022-08-07,532.0,Preventivo,Sensores,Sensor de presión,Alta,Desgaste por uso,Cambio preventivo,19,1277.0,2596,3873.0,Pendiente
M00325,30,1,2023-02-24,0.0,Correctivo,Motor,Motor,Baja,Falta de lubricación,Reparación del componente,4,18181.12,840,19021.12,Completado
M00326,30,5,2023-10-07,3825.0,Emergencia,Frenos,Discos de freno,Crítica,Desgaste de pastillas,Reemplazo del componente,64,11148.86,1867,13015.86,Pendiente
M00327,30,8,2024-01-17,0.0,Correctivo,Motor,Radiador,Media,Sobrecalentamiento,Ajuste y calibración,6,20710.37,682,21392.37,Completado
M00328,30,3,2024-03-30,10578.0,Emergencia,Sistema eléctrico,Batería,Alta,Desgaste por uso,Cambio de pieza dañada,19,30571.63,518,31089.63,Completado
M00329,30,14,2024-07-25,0.0,Correctivo,Transmisión,Clutch,Media,Fuga de aceite,Corrección de falla,10,1717.04,2452,4169.04,Completado
M00330,30,20,2025-08-25,0.0,Correctivo,Escape,Sistema de escape,Baja,Falla eléctrica,Corrección de falla,3,16298.75,2978,19276.75,Completado
M00331,30,15,2026-05-09,0.0,Preventivo,Transmisión,Caja de cambios,Baja,Sobrecalentamiento,Cambio preventivo,1,917.22,3186,4103.22,Completado
M00332,30,1,2026-05-17,0.0,Correctivo,Motor,Motor,Media,Desgaste por kilometraje,Reparación del componente,12,14061.12,831,14892.12,Completado
M00333,30,10,2026-05-29,3128.0,Correctivo,Combustible,Bomba de combustible,Baja,Fuga,Reparación del componente,2,14473.89,2342,16815.89,Completado
M00334,31,13,2021-07-16,107908.0,Preventivo,Combustible,Filtro de combustible,Baja,Falla de inyector,Lubricación,1,8516.52,2782,11298.52,Completado
M00335,31,4,2022-01-09,150184.0,Correctivo,Frenos,Pastillas de freno,Crítica,Desgaste de pastillas,Reemplazo del componente,47,25129.53,722,25851.53,Completado
M00336,31,20,2022-10-03,207548.0,Correctivo,Escape,Sistema de escape,Alta,Falla mecánica,Reemplazo del componente,24,20966.86,2181,23147.86,Completado
M00337,31,19,2023-04-02,189035.0,Emergencia,Sistema eléctrico,Luces,Baja,Falla mecánica,Corrección de falla,3,20040.71,2389,22429.71,Pendiente
M00338,31,9,2023-05-02,110380.0,Preventivo,Motor,Bomba de agua,Media,Falta de lubricación,Lubricación,4,921.56,1641,2562.56,Pendiente
M00339,31,13,2024-09-26,185730.0,Correctivo,Combustible,Filtro de combustible,Alta,Falla de inyector,Corrección de falla,26,19967.23,2091,22058.23,Completado
M00340,31,14,2024-12-28,207765.0,Correctivo,Transmisión,Clutch,Baja,Sobrecalentamiento,Ajuste y calibración,3,1003.67,2511,3514.67,Completado
M00341,31,7,2025-01-30,108545.0,Preventivo,Suspensión,Amortiguadores,Baja,Desgaste por uso,Ajuste del componente,2,1744.88,1075,2819.88,Pendiente
M00342,31,15,2025-08-16,207624.0,Correctivo,Transmisión,Caja de cambios,Crítica,Desgaste por kilometraje,Ajuste y calibración,28,1271.24,2148,3419.24,Completado
M00343,31,11,2025-12-19,117388.0,Preventivo,Combustible,Inyectores,Alta,Falla de inyector,Cambio preventivo,21,10574.21,2537,13111.21,Completado
M00344,32,11,2021-03-14,40831.0,Emergencia,Combustible,Inyectores,Media,Fuga,Reemplazo del componente,7,27413.15,2748,30161.15,Completado
M00345,32,6,2021-09-08,109270.0,Emergencia,Suspensión,Neumáticos,Media,Holgura,Cambio de pieza dañada,9,15773.21,2852,18625.21,Completado
