id_entrega,id_cliente,id_vehiculo,id_operador,id_ruta,fecha_salida,hora_salida,fecha_entrega_programada,hora_entrega_programada,fecha_entrega_real,hora_entrega_real,peso_carga,cantidad_paquetes,distancia_real_km,combustible_consumido_litros,precio_combustible,costo_envio,costo_combustible,costo_total,minutos_retraso,entrega_tardia,estatus,observaciones
887,12,36,17,49,2026-01-09,07:07:00,2026-01-09,21:38:00,2026-01-09,22:33:00,0.75,65,405.68,47.84,26.91,3123.4,1287.37,4410.77,55,True,Tardía,"Hora pico, Distancia larga"
888,85,1,16,20,2026-01-12,19:57:00,2026-01-12,21:30:00,2026-01-12,21:30:00,0.96,38,55.67,5.37,24.78,1178.35,133.07,1311.42,0,False,Entregada,Entrega realizada en tiempo
889,74,32,45,21,2026-05-14,14:38:00,2026-05-14,21:41:00,2026-05-14,21:41:00,4.12,69,316.11,28.63,25.75,3044.55,737.22,3781.77,0,False,Entregada,Entrega realizada en tiempo
890,85,3,16,3,2026-02-18,08:19:00,2026-02-18,10:36:00,2026-02-18,10:36:00,10.12,28,58.69,12.59,25.41,2029.45,319.91,2349.36,0,False,Entregada,Entrega realizada en tiempo
891,28,38,23,18,2026-02-02,16:04:00,2026-02-02,08:12:00,2026-02-03,08:44:00,6.87,71,465.41,39.54,24.6,4082.05,972.68,5054.73,32,True,Tardía,Distancia larga
892,11,17,44,28,2026-06-27,08:34:00,2026-06-27,15:35:00,2026-06-27,16:18:00,0.88,27,252.59,44.87,25.79,2066.95,1157.2,3224.15,43,True,Tardía,Hora pico
893,25,24,37,43,2026-06-15,19:38:00,2026-06-15,11:05:00,2026-06-16,12:14:00,0.62,21,440.63,41.3,23.1,2933.15,954.03,3887.18,69,True,Tardía,"Tráfico alto, Hora pico, Distancia larga"
894,78,16,5,18,2026-02-01,20:07:00,2026-02-01,12:15:00,2026-02-02,12:15:00,18.01,71,429.19,38.56,24.32,5014.95,937.78,5952.73,0,False,Entregada,Entrega realizada en tiempo
895,12,24,59,22,2026-07-19,11:09:00,2026-07-19,18:48:00,2026-07-19,18:48:00,3.43,29,296.48,27.79,23.39,2557.4,650.01,3207.41,0,False,Entregada,Entrega realizada en tiempo
896,29,25,7,8,2026-02-14,19:46:00,2026-02-14,23:14:00,2026-02-14,23:14:00,7.34,40,105.85,22.52,26.23,2083.25,590.7,2673.95,0,False,Entregada,Entrega realizada en tiempo
897,13,34,23,45,2026-05-27,12:35:00,2026-05-27,15:16:00,2026-05-27,15:16:00,3.32,35,88.68,7.37,26.59,1555.4,195.97,1751.37,0,False,Entregada,Entrega realizada en tiempo
898,22,21,49,25,2026-02-16,14:51:00,2026-02-16,00:17:00,2026-02-17,00:17:00,1.69,69,323.22,45.21,26.53,2837.1,1199.42,4036.52,0,False,Entregada,Entrega realizada en tiempo
899,52,31,38,9,2026-03-08,05:43:00,2026-03-08,13:16:00,2026-03-08,13:16:00,13.57,66,187.68,26.66,25.63,3323.4,683.3,4006.7,0,False,Entregada,Entrega realizada en tiempo
900,19,25,37,48,2026-03-10,06:58:00,2026-03-10,12:11:00,2026-03-10,12:11:00,8.82,48,186.02,39.58,24.0,2696.1,949.92,3646.02,0,False,Entregada,Entrega realizada en tiempo
901,78,27,46,30,2026-02-16,17:22:00,2026-02-16,22:30:00,2026-02-16,22:30:00,8.72,60,138.61,17.82,24.1,2545.05,429.46,2974.51,0,False,Entregada,Entrega realizada en tiempo
902,55,34,46,15,2026-03-20,07:19:00,2026-03-20,09:42:00,2026-03-20,09:42:00,3.45,53,68.02,5.65,26.38,1609.1,149.05,1758.15,0,False,Entregada,Entrega realizada en tiempo
903,82,6,5,47,2026-03-03,07:10:00,2026-03-03,18:54:00,2026-03-03,20:05:00,0.87,74,313.83,45.88,26.85,2748.15,1231.88,3980.03,71,True,Tardía,"Tráfico alto, Hora pico, Distancia larga"
904,55,33,60,47,2026-02-04,18:31:00,2026-02-04,06:15:00,2026-02-05,06:15:00,0.73,66,354.46,45.21,25.71,2873.3,1162.35,4035.65,0,False,Entregada,Entrega realizada en tiempo
905,69,8,26,1,2026-06-07,09:58:00,2026-06-07,16:17:00,2026-06-07,16:17:00,2.05,1,199.78,21.34,25.81,1711.9,550.79,2262.69,0,False,Entregada,Entrega realizada en tiempo
906,96,23,16,48,2026-06-19,19:43:00,2026-06-19,00:56:00,2026-06-20,02:04:00,1.62,78,175.52,32.15,23.7,2163.6,761.95,2925.55,68,True,Tardía,"Tráfico alto, Hora pico, Carga pesada"
907,47,9,33,23,2026-01-14,16:31:00,2026-01-14,01:52:00,2026-01-15,02:15:00,0.83,49,250.37,20.47,26.66,2226.85,545.73,2772.58,23,True,Tardía,Carga pesada
908,32,35,55,50,2026-08-08,08:18:00,2026-08-08,16:18:00,2026-08-08,16:18:00,0.43,39,236.72,31.95,24.06,2038.6,768.72,2807.32,0,False,Entregada,Entrega realizada en tiempo
909,1,37,26,14,2026-03-20,19:52:00,2026-03-20,04:37:00,2026-03-21,04:37:00,0.99,5,279.66,29.81,26.57,2037.3,792.05,2829.35,0,False,Entregada,Entrega realizada en tiempo
910,63,4,23,1,2026-06-07,17:21:00,2026-06-07,23:40:00,2026-06-07,23:40:00,0.55,39,184.93,31.08,23.02,1791.65,715.46,2507.11,0,False,Entregada,Entrega realizada en tiempo
911,93,12,26,23,2026-01-03,08:27:00,2026-01-03,17:48:00,2026-01-03,18:35:00,0.97,63,247.43,35.4,26.59,2338.15,941.29,3279.44,47,True,Tardía,Hora pico
912,53,8,59,32,2026-01-02,08:49:00,2026-01-02,20:53:00,2026-01-02,21:55:00,5.36,33,401.83,42.93,24.71,3309.15,1060.8,4369.95,62,True,Tardía,"Hora pico, Distancia larga, Carga pesada"
913,24,35,52,18,2026-01-28,17:42:00,2026-01-28,09:50:00,2026-01-29,10:34:00,0.78,57,463.96,62.61,24.44,3353.8,1530.19,4883.99,44,True,Tardía,"Hora pico, Distancia larga"
914,91,13,8,13,2026-03-14,06:08:00,2026-03-14,17:51:00,2026-03-14,17:51:00,9.32,51,348.39,28.42,24.32,3581.95,691.17,4273.12,0,False,Entregada,Entrega realizada en tiempo
915,5,11,43,13,2026-05-03,11:07:00,2026-05-03,22:50:00,2026-05-03,22:50:00,2.92,54,327.16,68.44,24.98,2859.8,1709.63,4569.43,0,False,Entregada,Entrega realizada en tiempo
916,88,9,21,49,2026-07-15,15:32:00,2026-07-15,06:03:00,2026-07-16,06:21:00,0.31,50,414.9,33.92,23.5,3005.5,797.12,3802.62,18,True,Tardía,Distancia larga
917,45,33,1,50,2026-06-25,10:03:00,2026-06-25,18:03:00,2026-06-25,18:03:00,0.52,44,235.67,30.06,25.39,2082.35,763.22,2845.57,0,False,Entregada,Entrega realizada en tiempo
918,2,28,31,19,2026-03-14,18:05:00,2026-03-14,06:46:00,2026-03-15,07:31:00,0.31,55,377.36,55.33,24.0,2857.8,1327.92,4185.72,45,True,Tardía,"Hora pico, Distancia larga"
919,99,8,56,17,2026-06-29,10:42:00,2026-06-29,17:00:00,2026-06-29,17:00:00,3.29,55,186.13,19.89,25.83,2199.65,513.76,2713.41,0,False,Entregada,Entrega realizada en tiempo
920,14,33,40,12,2026-02-18,08:14:00,2026-02-18,19:52:00,2026-02-18,20:34:00,0.88,16,383.71,48.94,24.71,2634.55,1209.31,3843.86,42,True,Tardía,"Hora pico, Distancia larga, Carga pesada"
921,79,13,6,4,2026-04-08,16:33:00,2026-04-08,19:07:00,2026-04-08,19:07:00,16.18,40,98.95,8.07,26.92,2932.75,217.24,3149.99,0,False,Entregada,Entrega realizada en tiempo
922,29,22,28,31,2026-01-16,19:27:00,2026-01-16,02:59:00,2026-01-17,03:42:00,1.35,7,210.54,20.36,26.77,1743.7,545.04,2288.74,43,True,Tardía,"Hora pico, Carga pesada"
923,92,27,16,21,2026-01-13,09:02:00,2026-01-13,16:05:00,2026-01-13,16:50:00,7.46,1,306.6,39.41,24.89,2787.0,980.91,3767.91,45,True,Tardía,"Hora pico, Distancia larga"
924,78,7,28,12,2026-03-06,18:23:00,2026-03-06,06:01:00,2026-03-07,06:28:00,0.71,43,414.83,68.0,24.32,2989.15,1653.76,4642.91,27,True,Tardía,"Hora pico, Distancia larga"
925,95,24,48,50,2026-05-31,19:38:00,2026-05-31,03:38:00,2026-06-01,03:38:00,5.53,48,249.92,23.42,24.1,2686.6,564.42,3251.02,0,False,Entregada,Entrega realizada en tiempo
926,75,25,6,7,2026-02-03,08:02:00,2026-02-03,12:13:00,2026-02-03,12:13:00,4.09,76,123.12,26.2,26.54,2132.6,695.35,2827.95,0,False,Entregada,Entrega realizada en tiempo
927,25,13,46,29,2026-01-26,07:34:00,2026-01-26,12:48:00,2026-01-26,12:48:00,18.29,80,181.16,14.78,25.9,3874.8,382.8,4257.6,0,False,Entregada,Entrega realizada en tiempo
928,98,13,35,47,2026-02-09,06:08:00,2026-02-09,17:52:00,2026-02-09,17:52:00,3.99,25,349.26,28.49,25.85,2845.3,736.47,3581.77,0,False,Entregada,Entrega realizada en tiempo
929,98,36,23,24,2026-04-25,08:58:00,2026-04-25,17:35:00,2026-04-25,18:45:00,1.56,56,291.37,34.36,26.16,2560.85,898.86,3459.71,70,True,Tardía,"Tráfico alto, Hora pico"
930,22,39,18,45,2026-02-03,12:02:00,2026-02-03,14:43:00,2026-02-03,14:59:00,2.21,73,78.51,6.34,25.96,1697.55,164.59,1862.14,16,True,Tardía,Incidencia operativa
931,51,32,44,35,2026-08-11,19:04:00,2026-08-11,22:38:00,2026-08-11,22:38:00,1.75,22,146.37,13.26,25.04,1582.85,332.03,1914.88,0,False,Entregada,Entrega realizada en tiempo
932,72,25,26,39,2026-03-11,09:11:00,2026-03-11,17:34:00,2026-03-11,18:13:00,8.34,1,220.5,46.91,25.79,2444.5,1209.81,3654.31,39,True,Tardía,Hora pico
933,66,30,33,46,2026-07-04,19:16:00,2026-07-04,10:06:00,2026-07-05,10:06:00,8.12,39,405.4,34.83,24.19,3651.0,842.54,4493.54,0,False,Entregada,Entrega realizada en tiempo
934,35,36,8,11,2026-02-27,06:34:00,2026-02-27,09:20:00,2026-02-27,09:20:00,1.59,31,71.83,8.47,25.56,1266.15,216.49,1482.64,0,False,Entregada,Entrega realizada en tiempo
935,36,9,18,4,2026-06-14,10:52:00,2026-06-14,13:26:00,2026-06-14,13:26:00,0.82,27,107.9,8.82,23.01,1337.5,202.95,1540.45,0,False,Entregada,Entrega realizada en tiempo
936,45,39,24,21,2026-01-22,20:16:00,2026-01-22,03:19:00,2026-01-23,03:19:00,1.26,18,304.69,24.59,25.45,2293.45,625.82,2919.27,0,False,Entregada,Entrega realizada en tiempo
937,42,4,41,1,2026-07-30,14:14:00,2026-07-30,20:33:00,2026-07-30,20:33:00,0.96,36,193.7,32.55,26.89,1852.5,875.27,2727.77,0,False,Entregada,Entrega realizada en tiempo
938,69,38,7,47,2026-07-10,15:41:00,2026-07-10,03:25:00,2026-07-11,03:25:00,1.23,33,314.92,26.76,25.54,2461.6,683.45,3145.05,0,False,Entregada,Entrega realizada en tiempo
939,71,14,53,29,2026-02-26,13:17:00,2026-02-26,18:31:00,2026-02-26,18:31:00,6.34,27,177.31,19.11,26.23,2236.55,501.26,2737.81,0,False,Entregada,Entrega realizada en tiempo
940,97,26,10,29,2026-03-01,16:23:00,2026-03-01,21:37:00,2026-03-01,21:37:00,12.33,19,179.16,25.56,23.37,2780.8,597.34,3378.14,0,False,Entregada,Entrega realizada en tiempo
941,24,30,12,12,2026-02-18,18:46:00,2026-02-18,06:24:00,2026-02-19,06:24:00,8.4,24,432.55,37.16,23.08,3694.75,857.65,4552.4,0,False,Entregada,Entrega realizada en tiempo
942,21,12,53,26,2026-06-25,09:04:00,2026-06-25,15:03:00,2026-06-25,16:09:00,0.84,19,161.69,23.13,26.88,1544.45,621.73,2166.18,66,True,Tardía,"Tráfico alto, Hora pico"
943,13,34,9,47,2026-07-12,05:38:00,2026-07-12,17:22:00,2026-07-12,17:50:00,1.94,13,305.86,25.4,26.05,2327.3,661.67,2988.97,28,True,Tardía,"Tráfico alto, Distancia larga"
944,83,3,9,16,2026-07-17,07:17:00,2026-07-17,21:45:00,2026-07-17,21:45:00,3.66,19,440.01,94.42,25.4,3218.05,2398.27,5616.32,0,False,Entregada,Entrega realizada en tiempo
945,2,7,35,48,2026-07-29,13:54:00,2026-07-29,19:07:00,2026-07-29,20:12:00,1.71,11,196.27,32.18,26.26,1740.35,845.05,2585.4,65,True,Tardía,"Tráfico alto, Carga pesada"
946,40,22,31,10,2026-03-04,06:34:00,2026-03-04,08:59:00,2026-03-04,08:59:00,1.23,35,87.65,8.48,23.49,1341.25,199.2,1540.45,0,False,Entregada,Entrega realizada en tiempo
947,6,7,35,19,2026-01-27,19:56:00,2026-01-27,08:37:00,2026-01-28,09:11:00,1.27,54,356.08,58.37,24.71,2839.4,1442.32,4281.72,34,True,Tardía,"Hora pico, Distancia larga"
948,19,23,42,19,2026-02-27,15:43:00,2026-02-27,04:24:00,2026-02-28,04:24:00,1.62,15,385.25,70.56,26.96,2708.25,1902.3,4610.55,0,False,Entregada,Entrega realizada en tiempo
949,29,7,19,23,2026-01-20,13:07:00,2026-01-20,22:28:00,2026-01-20,22:28:00,1.1,47,248.84,40.79,26.68,2230.2,1088.28,3318.48,0,False,Entregada,Entrega realizada en tiempo
950,6,39,10,12,2026-04-20,19:21:00,2026-04-20,06:59:00,2026-04-21,07:45:00,3.94,77,413.97,33.41,25.5,3579.85,851.95,4431.8,46,True,Tardía,"Hora pico, Distancia larga"
951,37,23,57,7,2026-03-11,18:42:00,2026-03-11,22:53:00,2026-03-11,22:53:00,1.55,48,124.35,22.77,26.24,1660.75,597.48,2258.23,0,False,Entregada,Entrega realizada en tiempo
952,92,5,51,1,2026-08-09,08:49:00,2026-08-09,15:08:00,2026-08-09,15:08:00,7.19,19,204.05,25.63,24.56,2391.25,629.47,3020.72,0,False,Entregada,Entrega realizada en tiempo
953,93,31,53,5,2026-01-29,16:46:00,2026-01-29,02:42:00,2026-01-30,03:16:00,3.03,36,283.54,40.28,23.73,2508.7,955.84,3464.54,34,True,Tardía,Tráfico alto
954,50,23,21,32,2026-04-19,18:44:00,2026-04-19,06:48:00,2026-04-20,06:48:00,0.27,53,397.22,72.75,25.55,2937.1,1858.76,4795.86,0,False,Entregada,Entrega realizada en tiempo
955,18,16,25,27,2026-05-21,18:34:00,2026-05-21,06:17:00,2026-05-22,06:17:00,18.18,69,301.14,27.06,25.14,4375.7,680.29,5055.99,0,False,Entregada,Entrega realizada en tiempo
956,30,25,6,38,2026-07-03,16:33:00,2026-07-03,21:04:00,2026-07-03,21:04:00,9.54,74,180.68,38.44,26.25,2949.4,1009.05,3958.45,0,False,Entregada,Entrega realizada en tiempo
957,29,6,16,24,2026-01-01,09:54:00,2026-01-01,18:31:00,2026-01-01,19:34:00,1.34,3,330.61,48.33,24.44,2311.05,1181.19,3492.24,63,True,Tardía,"Tráfico alto, Hora pico, Distancia larga, Carga pesada"
958,100,9,19,30,2026-02-06,20:59:00,2026-02-06,02:07:00,2026-02-07,02:29:00,0.71,54,119.12,9.74,25.99,1598.6,253.14,1851.74,22,True,Tardía,Carga pesada
959,16,10,25,47,2026-01-07,16:23:00,2026-01-07,04:07:00,2026-01-08,04:07:00,17.91,7,350.2,35.13,25.65,4098.0,901.08,4999.08,0,False,Entregada,Entrega realizada en tiempo
960,10,31,54,39,2026-08-11,09:01:00,2026-08-11,17:24:00,2026-08-11,17:24:00,7.99,19,227.77,32.35,23.32,2589.85,754.4,3344.25,0,False,Entregada,Entrega realizada en tiempo
961,10,1,37,27,2026-02-08,09:30:00,2026-02-08,21:13:00,2026-02-08,21:13:00,0.61,18,336.62,32.49,25.79,2388.1,837.92,3226.02,0,False,Entregada,Entrega realizada en tiempo
962,39,31,27,47,2026-03-28,17:50:00,2026-03-28,05:34:00,2026-03-29,06:30:00,3.08,2,348.73,49.54,25.42,2567.65,1259.31,3826.96,56,True,Tardía,"Tráfico alto, Hora pico, Distancia larga"
963,23,33,11,1,2026-04-12,16:43:00,2026-04-12,23:02:00,2026-04-12,23:02:00,0.61,59,172.68,22.03,26.32,1896.4,579.83,2476.23,0,False,Entregada,Entrega realizada en tiempo
964,74,33,20,46,2026-02-28,16:59:00,2026-02-28,07:49:00,2026-03-01,08:18:00,0.38,21,378.39,48.26,26.91,2597.95,1298.68,3896.63,29,True,Tardía,Distancia larga
965,17,14,26,40,2026-01-15,10:25:00,2026-01-15,03:27:00,2026-01-16,03:27:00,3.56,24,438.81,47.29,26.9,3242.05,1272.1,4514.15,0,False,Entregada,Entrega realizada en tiempo
966,78,5,53,45,2026-04-30,18:20:00,2026-04-30,21:01:00,2026-04-30,21:01:00,11.2,52,81.0,10.18,23.66,2441.0,240.86,2681.86,0,False,Entregada,Entrega realizada en tiempo
967,48,28,13,18,2026-01-28,08:04:00,2026-01-28,00:12:00,2026-01-29,00:12:00,2.88,47,445.78,65.36,26.39,3392.9,1724.85,5117.75,0,False,Entregada,Entrega realizada en tiempo
968,4,16,19,11,2026-05-19,08:04:00,2026-05-19,10:50:00,2026-05-19,10:50:00,1.14,28,77.77,6.99,26.03,1226.85,181.95,1408.8,0,False,Entregada,Entrega realizada en tiempo
969,40,13,36,13,2026-06-13,06:15:00,2026-06-13,17:58:00,2026-06-13,18:46:00,18.81,35,329.17,26.85,26.95,4306.85,723.61,5030.46,48,True,Tardía,"Distancia larga, Carga pesada"
970,62,3,4,21,2026-01-24,12:00:00,2026-01-24,19:03:00,2026-01-24,19:03:00,6.96,46,316.83,67.99,26.83,3148.15,1824.17,4972.32,0,False,Entregada,Entrega realizada en tiempo
971,65,13,21,49,2026-04-11,14:08:00,2026-04-11,04:39:00,2026-04-12,04:39:00,4.25,13,355.75,29.02,26.59,2807.75,771.64,3579.39,0,False,Entregada,Entrega realizada en tiempo
972,65,7,33,50,2026-02-08,05:37:00,2026-02-08,13:37:00,2026-02-08,13:37:00,0.59,49,266.01,43.61,26.48,2281.05,1154.79,3435.84,0,False,Entregada,Entrega realizada en tiempo
973,5,19,11,10,2026-06-24,17:05:00,2026-06-24,19:30:00,2026-06-24,19:30:00,0.46,12,84.4,8.32,23.93,1064.0,199.1,1263.1,0,False,Entregada,Entrega realizada en tiempo
974,28,10,50,46,2026-02-11,19:33:00,2026-02-11,10:23:00,2026-02-12,10:23:00,18.51,78,445.39,44.67,26.72,5201.95,1193.58,6395.53,0,False,Entregada,Entrega realizada en tiempo
975,44,29,51,9,2026-03-28,12:23:00,2026-03-28,19:56:00,2026-03-28,19:56:00,14.44,80,179.36,18.74,24.72,3480.8,463.25,3944.05,0,False,Entregada,Entrega realizada en tiempo
976,92,25,16,14,2026-06-06,07:09:00,2026-06-06,15:54:00,2026-06-06,15:54:00,9.24,73,276.8,58.89,24.99,3392.0,1471.66,4863.66,0,False,Entregada,Entrega realizada en tiempo
977,2,10,50,20,2026-05-21,07:31:00,2026-05-21,09:04:00,2026-05-21,09:04:00,2.31,13,54.43,5.46,23.68,1107.15,129.29,1236.44,0,False,Entregada,Entrega realizada en tiempo
978,38,11,5,18,2026-05-28,14:22:00,2026-05-28,06:30:00,2026-05-29,07:19:00,3.9,12,439.78,92.0,26.91,3184.9,2475.72,5660.62,49,True,Tardía,"Distancia larga, Carga pesada"
979,98,29,42,9,2026-02-01,18:02:00,2026-02-01,01:35:00,2026-02-02,01:35:00,22.84,47,209.74,21.92,24.6,4208.7,539.23,4747.93,0,False,Entregada,Entrega realizada en tiempo
980,80,9,29,24,2026-05-12,13:23:00,2026-05-12,22:00:00,2026-05-12,22:00:00,0.56,11,316.4,25.87,25.02,2226.0,647.27,2873.27,0,False,Entregada,Entrega realizada en tiempo
981,34,3,40,42,2026-01-15,10:44:00,2026-01-15,13:55:00,2026-01-15,14:27:00,5.11,72,94.12,20.2,24.5,2057.6,494.9,2552.5,32,True,Tardía,Tráfico alto
982,73,26,55,5,2026-02-27,15:55:00,2026-02-27,01:51:00,2026-02-28,01:51:00,6.5,60,302.8,43.2,24.4,3144.0,1054.08,4198.08,0,False,Entregada,Entrega realizada en tiempo
983,60,35,58,30,2026-01-28,07:11:00,2026-01-28,12:19:00,2026-01-28,12:19:00,0.89,14,140.97,19.02,26.69,1405.85,507.64,1913.49,0,False,Entregada,Entrega realizada en tiempo
984,99,28,13,26,2026-03-26,07:20:00,2026-03-26,13:19:00,2026-03-26,13:19:00,4.15,44,171.34,25.12,24.95,2123.7,626.74,2750.44,0,False,Entregada,Entrega realizada en tiempo
985,90,31,8,18,2026-04-27,06:34:00,2026-04-27,22:42:00,2026-04-27,22:42:00,16.33,20,433.49,61.58,23.58,4460.45,1452.06,5912.51,0,False,Entregada,Entrega realizada en tiempo
986,28,21,37,3,2026-06-03,15:03:00,2026-06-03,17:20:00,2026-06-03,17:20:00,1.29,47,58.67,8.21,26.91,1298.35,220.93,1519.28,0,False,Entregada,Entrega realizada en tiempo
987,28,4,14,2,2026-07-14,16:17:00,2026-07-14,02:12:00,2026-07-15,02:12:00,1.39,33,283.89,47.71,23.33,2322.45,1113.07,3435.52,0,False,Entregada,Entrega realizada en tiempo
988,9,18,26,6,2026-03-18,17:55:00,2026-03-18,18:49:00,2026-03-18,18:49:00,0.54,54,28.42,2.66,25.68,1128.1,68.31,1196.41,0,False,Entregada,Entrega realizada en tiempo
989,34,12,54,4,2026-01-24,16:21:00,2026-01-24,18:55:00,2026-01-24,19:16:00,1.01,39,114.24,16.34,26.77,1484.2,437.42,1921.62,21,True,Tardía,Incidencia operativa
990,62,31,35,45,2026-07-20,09:44:00,2026-07-20,12:25:00,2026-07-20,12:25:00,15.55,56,88.16,12.52,25.77,2943.8,322.64,3266.44,0,False,Entregada,Entrega realizada en tiempo
991,50,1,36,39,2026-02-20,07:46:00,2026-02-20,16:09:00,2026-02-20,16:09:00,0.94,75,219.8,21.22,24.29,2293.0,515.43,2808.43,0,False,Entregada,Entrega realizada en tiempo
992,94,21,1,10,2026-04-28,08:31:00,2026-04-28,10:56:00,2026-04-28,11:32:00,0.31,41,79.2,11.08,25.08,1255.0,277.89,1532.89,36,True,Tardía,Hora pico
993,1,29,54,9,2026-06-12,17:40:00,2026-06-12,01:13:00,2026-06-13,01:40:00,10.08,75,194.59,20.33,24.68,3080.95,501.74,3582.69,27,True,Tardía,Hora pico
994,70,11,39,25,2026-02-25,14:13:00,2026-02-25,23:39:00,2026-02-25,23:39:00,0.39,25,319.06,66.75,25.31,2334.3,1689.44,4023.74,0,False,Entregada,Entrega realizada en tiempo
995,2,24,53,24,2026-01-05,12:57:00,2026-01-05,21:34:00,2026-01-05,21:34:00,2.0,40,343.68,32.21,26.47,2738.4,852.6,3591.0,0,False,Entregada,Entrega realizada en tiempo
996,90,32,42,30,2026-04-16,16:22:00,2026-04-16,21:30:00,2026-04-16,21:30:00,1.68,46,130.72,11.84,24.7,1689.6,292.45,1982.05,0,False,Entregada,Entrega realizada en tiempo
997,98,22,8,12,2026-04-28,16:23:00,2026-04-28,04:01:00,2026-04-29,04:01:00,0.46,23,425.92,41.19,23.65,2859.6,974.14,3833.74,0,False,Entregada,Entrega realizada en tiempo
998,56,25,19,43,2026-06-26,16:40:00,2026-06-26,08:07:00,2026-06-27,08:07:00,3.25,37,418.92,89.13,26.75,3215.6,2384.23,5599.83,0,False,Entregada,Entrega realizada en tiempo
999,13,6,52,7,2026-01-23,05:39:00,2026-01-23,09:50:00,2026-01-23,10:19:00,0.85,53,111.65,16.32,26.71,1567.25,435.91,2003.16,29,True,Tardía,Incidencia operativa
1000,13,29,33,38,2026-07-26,06:42:00,2026-07-26,11:13:00,2026-07-26,11:13:00,0.41,38,178.06,18.61,23.85,1735.3,443.85,2179.15,0,False,Entregada,Entrega realizada en tiempo
1001,100,30,36,25,2026-01-30,09:54:00,2026-01-30,19:20:00,2026-01-30,19:20:00,0.67,61,316.98,27.23,24.4,2639.9,664.41,3304.31,0,False,Entregada,Entrega realizada en tiempo
1002,60,27,59,42,2026-06-30,15:00:00,2026-06-30,18:11:00,2026-06-30,18:11:00,4.75,48,103.14,13.26,25.03,1874.7,331.9,2206.6,0,False,Entregada,Entrega realizada en tiempo
1003,35,17,20,27,2026-06-22,10:00:00,2026-06-22,21:43:00,2026-06-22,22:02:00,0.71,54,315.07,55.96,26.16,2578.35,1463.91,4042.26,19,True,Tardía,Distancia larga
1004,67,39,21,22,2026-02-13,16:15:00,2026-02-13,23:54:00,2026-02-13,23:54:00,2.65,72,346.94,28.0,23.77,3075.7,665.56,3741.26,0,False,Entregada,Entrega realizada en tiempo
1005,83,26,54,4,2026-07-25,16:08:00,2026-07-25,18:42:00,2026-07-25,18:42:00,5.96,50,96.94,13.83,23.69,1980.7,327.63,2308.33,0,False,Entregada,Entrega realizada en tiempo
1006,41,34,11,28,2026-03-01,08:45:00,2026-03-01,15:46:00,2026-03-01,15:46:00,5.26,17,257.17,21.36,25.53,2447.85,545.32,2993.17,0,False,Entregada,Entrega realizada en tiempo
1007,51,17,54,36,2026-02-10,13:13:00,2026-02-10,17:07:00,2026-02-10,17:40:00,0.5,12,101.11,17.96,25.52,1151.55,458.34,1609.89,33,True,Tardía,Tráfico alto
1008,76,10,2,40,2026-07-01,20:58:00,2026-07-01,14:00:00,2026-07-02,14:00:00,16.28,11,455.52,45.69,23.1,4493.6,1055.44,5549.04,0,False,Entregada,Entrega realizada en tiempo
1009,94,9,30,41,2026-06-11,14:11:00,2026-06-11,21:27:00,2026-06-11,21:27:00,0.65,31,213.16,17.43,23.89,1878.8,416.4,2295.2,0,False,Entregada,Entrega realizada en tiempo
1010,25,35,54,16,2026-07-05,15:49:00,2026-07-05,06:17:00,2026-07-06,06:17:00,0.35,34,409.19,55.22,24.1,2852.95,1330.8,4183.75,0,False,Entregada,Entrega realizada en tiempo
1011,19,2,41,38,2026-08-10,08:07:00,2026-08-10,12:38:00,2026-08-10,12:38:00,6.62,59,185.33,37.36,23.49,2560.65,877.59,3438.24,0,False,Entregada,Entrega realizada en tiempo
1012,19,19,17,12,2026-01-24,07:31:00,2026-01-24,19:09:00,2026-01-24,19:09:00,3.26,47,449.51,44.29,23.83,3449.55,1055.43,4504.98,0,False,Entregada,Entrega realizada en tiempo
1013,13,32,51,2,2026-04-16,07:31:00,2026-04-16,17:26:00,2026-04-16,18:45:00,3.39,10,313.35,28.38,26.23,2485.75,744.41,3230.16,79,True,Tardía,"Tráfico alto, Hora pico, Distancia larga"
1014,24,20,1,12,2026-06-18,06:07:00,2026-06-18,17:45:00,2026-06-18,17:45:00,4.08,44,442.85,60.09,24.94,3474.25,1498.64,4972.89,0,False,Entregada,Entrega realizada en tiempo
1015,79,39,35,1,2026-02-10,19:47:00,2026-02-10,02:06:00,2026-02-11,02:06:00,8.18,33,198.5,16.02,23.77,2574.5,380.8,2955.3,0,False,Entregada,Entrega realizada en tiempo
1016,4,35,2,34,2026-05-12,08:13:00,2026-05-12,12:04:00,2026-05-12,12:25:00,0.2,47,111.98,15.11,24.31,1455.9,367.32,1823.22,21,True,Tardía,Hora pico
1017,29,6,47,45,2026-02-02,11:17:00,2026-02-02,13:58:00,2026-02-02,14:10:00,0.26,62,80.36,11.75,24.39,1423.8,286.58,1710.38,12,True,Tardía,Incidencia operativa
1018,71,19,30,48,2026-07-27,18:27:00,2026-07-27,23:40:00,2026-07-27,23:40:00,0.64,66,186.93,18.42,26.69,2026.65,491.63,2518.28,0,False,Entregada,Entrega realizada en tiempo
1019,33,12,13,44,2026-08-05,11:25:00,2026-08-05,13:35:00,2026-08-05,13:35:00,1.05,14,60.12,8.6,26.07,1017.6,224.2,1241.8,0,False,Entregada,Entrega realizada en tiempo
