real,prediccion_logistic,probabilidad_tardia_logistic,prediccion_random_forest,probabilidad_tardia_random_forest,resultado_logistic,nivel_riesgo_logistic
0,0,0.35302320755134625,0,0.31657873760905525,A tiempo,Medio
0,1,0.5786818757079084,1,0.6079780758620035,Tardía,Medio
0,0,0.4951402660311641,0,0.3524339417289719,A tiempo,Medio
0,0,0.46956459731056455,1,0.5461708919104588,A tiempo,Medio
1,1,0.5844416729758183,1,0.5093909416863182,Tardía,Medio
0,1,0.5062182413354677,1,0.5006732552165335,Tardía,Medio
0,1,0.5254666518050845,0,0.4796347124053723,Tardía,Medio
1,0,0.37095426047966906,0,0.3259219923715692,A tiempo,Medio
0,1,0.5251929020538293,0,0.3806508543791267,Tardía,Medio
1,0,0.4421940472263091,0,0.3257671890069067,A tiempo,Medio
0,0,0.4625194456537305,0,0.4922801294414032,A tiempo,Medio
0,1,0.5078782474649272,0,0.47599019776808865,Tardía,Medio
1,0,0.49941206612893146,1,0.5197416867934311,A tiempo,Medio
0,1,0.5409980686963085,1,0.5705377478799911,Tardía,Medio
0,0,0.39582668092607276,0,0.4972670574189079,A tiempo,Medio
0,0,0.40860763090352203,0,0.3390338473597286,A tiempo,Medio
0,0,0.3832209461554228,0,0.39657261204716376,A tiempo,Medio
1,1,0.5183178687578402,1,0.5114278817156108,Tardía,Medio
1,1,0.570692332048157,1,0.6204830583522433,Tardía,Medio
0,1,0.5654339770822132,1,0.5800764655936623,Tardía,Medio
0,0,0.47793609899051165,0,0.4464066612084142,A tiempo,Medio
0,1,0.5575252622589353,1,0.5857443091787204,Tardía,Medio
0,0,0.4053850846958241,0,0.3353309351709055,A tiempo,Medio
0,1,0.5266607145683984,1,0.5570760601465486,Tardía,Medio
0,1,0.5767299774624179,0,0.4671171691229993,Tardía,Medio
0,0,0.4379878208955747,0,0.32472269326942227,A tiempo,Medio
0,1,0.5382367684748316,1,0.5983557692527798,Tardía,Medio
0,1,0.6132933737201928,1,0.579863852835064,Tardía,Alto
0,0,0.375280033158364,0,0.3249325263991876,A tiempo,Medio
1,0,0.34770816681109723,0,0.39295060495676376,A tiempo,Medio
0,1,0.560815517476158,1,0.5614529187792562,Tardía,Medio
0,0,0.33326692658935375,0,0.4056904062957633,A tiempo,Medio
0,0,0.46347209712582443,0,0.4296919792141594,A tiempo,Medio
0,0,0.4484131033998739,0,0.4046330374692239,A tiempo,Medio
1,1,0.5083517706906976,1,0.5827505263907432,Tardía,Medio
1,0,0.45746812306693774,1,0.6147915884933384,A tiempo,Medio
1,1,0.5068848712361003,0,0.4347420089184472,Tardía,Medio
1,1,0.5540929219335138,1,0.608553802706916,Tardía,Medio
0,0,0.4109520315296321,0,0.4396782536583121,A tiempo,Medio
0,0,0.46380518443615315,0,0.45186236744776365,A tiempo,Medio
0,1,0.5916699812063402,1,0.5649103184504416,Tardía,Medio
0,0,0.4212275943326819,0,0.3252219613538026,A tiempo,Medio
1,1,0.5139608860357052,0,0.46933297577935235,Tardía,Medio
0,0,0.4403910436932868,0,0.46770584547856975,A tiempo,Medio
1,1,0.5787227074645351,1,0.5973425679693026,Tardía,Medio
0,1,0.59970067783227,1,0.5750276315359901,Tardía,Medio
1,0,0.4904271282906891,0,0.49747707298022087,A tiempo,Medio
0,1,0.5053244033792159,1,0.5961141066192749,Tardía,Medio
0,1,0.5505453017559306,1,0.5701863217585338,Tardía,Medio
1,1,0.507906651480514,1,0.6050976395406934,Tardía,Medio
1,0,0.38025833720234403,0,0.35661157280590183,A tiempo,Medio
0,0,0.4253237376423372,0,0.32702879380737054,A tiempo,Medio
1,1,0.535261937880022,1,0.5713259195657551,Tardía,Medio
1,0,0.43397167626600597,1,0.5199305297200086,A tiempo,Medio
0,0,0.4986815182389026,1,0.6336577198508436,A tiempo,Medio
1,0,0.3573053633520556,0,0.34273009058576986,A tiempo,Medio
0,0,0.34072288296260994,0,0.30873839443088835,A tiempo,Medio
0,0,0.47315087381222787,0,0.3709791793974299,A tiempo,Medio
0,1,0.6037650408082802,1,0.6242049072589321,Tardía,Alto
1,1,0.6311321696289343,1,0.5755163915730236,Tardía,Alto
0,0,0.4190845937724559,0,0.42929129932852944,A tiempo,Medio
0,1,0.562082629176148,1,0.5665397718863345,Tardía,Medio
0,1,0.5556902092748814,1,0.5064547207510273,Tardía,Medio
1,0,0.4800934223840846,1,0.5302667493038505,A tiempo,Medio
1,1,0.5493942034812923,1,0.5728893358007319,Tardía,Medio
0,0,0.4781685148231274,1,0.5028227117829039,A tiempo,Medio
1,0,0.49010600767721757,1,0.5192454991168254,A tiempo,Medio
0,1,0.556986288608803,1,0.5649291335474631,Tardía,Medio
1,1,0.5081485011224806,1,0.529704526289457,Tardía,Medio
0,1,0.5116660966704527,0,0.482618082853653,Tardía,Medio
0,0,0.46048151928879044,0,0.31423554468896675,A tiempo,Medio
1,1,0.5251626754287685,1,0.5431213124582395,Tardía,Medio
0,1,0.5079378304060873,1,0.6044329503746034,Tardía,Medio
0,0,0.4164587062659106,0,0.4504972709146082,A tiempo,Medio
0,0,0.47302752512009766,0,0.2850449711853853,A tiempo,Medio
0,0,0.4100277967378766,0,0.3441188245468218,A tiempo,Medio
0,0,0.33742626476862586,0,0.31584205139674226,A tiempo,Medio
0,0,0.3691211661319918,0,0.4439695484044181,A tiempo,Medio
0,0,0.3927706505894044,0,0.4610302735254264,A tiempo,Medio
1,0,0.41350107844703954,0,0.3970014305296105,A tiempo,Medio
0,1,0.5220132102472441,1,0.5437697179838805,Tardía,Medio
0,0,0.49465082970022506,0,0.4557235133779393,A tiempo,Medio
0,1,0.57062879505546,1,0.6231687823926948,Tardía,Medio
1,1,0.5980460692564133,0,0.4838310248513402,Tardía,Medio
0,0,0.477946759358728,1,0.5282668816746948,A tiempo,Medio
0,1,0.5425005057101714,1,0.6240921443310985,Tardía,Medio
0,0,0.4131418430806715,0,0.4369342382979498,A tiempo,Medio
0,0,0.40032715285245984,0,0.3590294609294336,A tiempo,Medio
1,1,0.5961455755534878,0,0.4652852268355012,Tardía,Medio
0,1,0.5516122091489071,1,0.6078418875873239,Tardía,Medio
0,1,0.503558562786423,1,0.6001263332413228,Tardía,Medio
0,0,0.4572289931671192,0,0.32341491196694877,A tiempo,Medio
0,1,0.5015368305418334,1,0.5659045949940942,Tardía,Medio
1,0,0.43483563082481963,1,0.5687060003651327,A tiempo,Medio
1,1,0.6193385521397097,0,0.3800756272199775,Tardía,Alto
0,0,0.48440973372632185,0,0.40653105867243733,A tiempo,Medio
1,1,0.6079855591394331,1,0.5543338645567409,Tardía,Alto
0,1,0.5693324579533589,1,0.6369713377363189,Tardía,Medio
0,1,0.5182022323221334,1,0.5874974656602222,Tardía,Medio
1,0,0.42439222711764335,0,0.32505845983684184,A tiempo,Medio
0,1,0.5075754227437947,0,0.45218442113614754,Tardía,Medio
1,0,0.497096746790372,1,0.5744288219001392,A tiempo,Medio
0,0,0.46363446694655963,0,0.37850685292444075,A tiempo,Medio
0,0,0.3805267180313049,0,0.33975311808700376,A tiempo,Medio
0,0,0.4599122856428381,0,0.361716055800261,A tiempo,Medio
0,0,0.4883863139003912,1,0.5175559684254791,A tiempo,Medio
0,0,0.4763621893262029,0,0.39118239934622345,A tiempo,Medio
0,1,0.5772520194614864,1,0.6152654916870314,Tardía,Medio
0,1,0.5267986320914005,0,0.42775038567437734,Tardía,Medio
0,1,0.5274307979069185,1,0.5052527478743482,Tardía,Medio
0,0,0.48003719154675245,0,0.4486413483780279,A tiempo,Medio
0,1,0.5636118088847997,0,0.4935694710438618,Tardía,Medio
0,0,0.38443679328284214,0,0.37566835180189434,A tiempo,Medio
0,1,0.6065196710832038,1,0.528204061456987,Tardía,Alto
0,0,0.36221383119622425,0,0.42391596922975305,A tiempo,Medio
0,1,0.5216620102397108,1,0.6572716156153053,Tardía,Medio
0,0,0.47601150848877777,0,0.37364041897544725,A tiempo,Medio
0,1,0.5644615490260383,1,0.5620279054483199,Tardía,Medio
0,1,0.6084696905051664,1,0.5735634244200205,Tardía,Alto
1,0,0.4978238994015236,1,0.620830546155482,A tiempo,Medio
0,0,0.40765378292246046,0,0.3818133776836154,A tiempo,Medio
0,0,0.46505843337069414,0,0.37357608661275904,A tiempo,Medio
0,0,0.47861697238285233,1,0.5555707673913318,A tiempo,Medio
0,0,0.43436073514352375,0,0.41889608581600535,A tiempo,Medio
0,1,0.5233040263824336,1,0.585636035342687,Tardía,Medio
0,1,0.5490958985143218,1,0.5413325983079704,Tardía,Medio
0,0,0.4331626231786013,0,0.43148219676459915,A tiempo,Medio
1,1,0.5070483575122046,1,0.5718282226322714,Tardía,Medio
1,1,0.5880954693590472,1,0.5201917582283314,Tardía,Medio
0,0,0.48897856546335716,0,0.35534608922075755,A tiempo,Medio
0,1,0.5247447670997365,1,0.6021795423173265,Tardía,Medio
0,0,0.4878420448735879,0,0.4371371783907522,A tiempo,Medio
0,0,0.48821346890438094,0,0.41577941164833243,A tiempo,Medio
0,1,0.5495784035321734,1,0.5013523644488448,Tardía,Medio
0,0,0.3387878093517957,0,0.3581694448192885,A tiempo,Medio
0,1,0.6078264550442077,1,0.5980823697639296,Tardía,Alto
0,0,0.4919660440071095,0,0.44704703080622593,A tiempo,Medio
0,1,0.5637605117233329,1,0.6001667109393032,Tardía,Medio
1,1,0.5628811166950389,0,0.39351116764001565,Tardía,Medio
0,0,0.4474013636643173,0,0.4076330820898361,A tiempo,Medio
1,1,0.5006686486779218,0,0.416382488897623,Tardía,Medio
0,1,0.5955091040502501,1,0.5836733401185448,Tardía,Medio
1,1,0.5958355241084399,1,0.5993708566044443,Tardía,Medio
1,1,0.5354979434177694,1,0.513634225673875,Tardía,Medio
0,0,0.4703351112322233,0,0.48125103755859805,A tiempo,Medio
0,1,0.5510353256954309,1,0.5780508210016014,Tardía,Medio
0,0,0.47882345913359337,1,0.5002550391114027,A tiempo,Medio
0,0,0.43409619205979855,0,0.4298705655625913,A tiempo,Medio
0,1,0.5126780210190262,1,0.5162802893237388,Tardía,Medio
1,0,0.4286122554923396,0,0.2933432346010116,A tiempo,Medio
0,0,0.49368798498841293,0,0.47800556702150343,A tiempo,Medio
0,1,0.5756578028150411,1,0.6091020070362159,Tardía,Medio
0,1,0.5645612617851932,1,0.5670303142509505,Tardía,Medio
1,1,0.5789239769936934,1,0.5459602418498165,Tardía,Medio
0,0,0.43338240602366357,0,0.4741457964477022,A tiempo,Medio
1,0,0.44642959974648394,0,0.37387536319087694,A tiempo,Medio
0,1,0.5150593894958687,0,0.4268844971514988,Tardía,Medio
0,0,0.4955259274253884,1,0.5222630477691171,A tiempo,Medio
0,0,0.4722387514279659,0,0.44579832586993406,A tiempo,Medio
0,1,0.5839963359874968,1,0.5559562309623608,Tardía,Medio
0,1,0.556433990921611,0,0.4945400652721108,Tardía,Medio
0,1,0.6508239236254537,1,0.5431229817755924,Tardía,Alto
0,0,0.45185209777509866,1,0.5304445206581204,A tiempo,Medio
0,1,0.5273666371377116,1,0.5943491200099214,Tardía,Medio
0,1,0.5451979035534825,1,0.616931616523879,Tardía,Medio
1,1,0.5822810069449199,1,0.6146240064600429,Tardía,Medio
0,0,0.4992995423479769,0,0.47397320103639795,A tiempo,Medio
0,1,0.5395910951407608,0,0.4433061183646878,Tardía,Medio
0,1,0.549689389917448,1,0.5913054971685046,Tardía,Medio
0,0,0.4721154453461463,0,0.47529150841856166,A tiempo,Medio
0,0,0.4875180693070357,1,0.5373507377883588,A tiempo,Medio
0,0,0.43288752566640337,0,0.31515331485785286,A tiempo,Medio
0,1,0.5422991598927429,1,0.6039188910432256,Tardía,Medio
0,0,0.4470341583476828,0,0.3835362188376713,A tiempo,Medio
0,1,0.5434788906781767,0,0.48468531196243175,Tardía,Medio
0,0,0.42639126050561155,0,0.21511782734374146,A tiempo,Medio
0,0,0.47175277154203304,0,0.3917737357413028,A tiempo,Medio
0,0,0.37850671229761285,0,0.3374027021820013,A tiempo,Medio
1,0,0.4145308953555962,0,0.47537906804047475,A tiempo,Medio
0,0,0.45185232924521745,0,0.3288804223348672,A tiempo,Medio
0,1,0.541464034477413,1,0.5290471669590219,Tardía,Medio
1,1,0.5460359391721986,1,0.5570577706840159,Tardía,Medio
0,0,0.4762984713205815,1,0.5420225005322034,A tiempo,Medio
0,0,0.3486605095952189,0,0.3054482100078894,A tiempo,Medio
1,1,0.5984844243180412,1,0.5870554196231577,Tardía,Medio
0,0,0.4314262671492662,0,0.40245675013666676,A tiempo,Medio
1,0,0.40185550219787525,0,0.33866915478744813,A tiempo,Medio
0,0,0.40261307775197,0,0.45176315359676783,A tiempo,Medio
0,0,0.47934706164460467,0,0.39095378797312264,A tiempo,Medio
0,0,0.3676857519381778,0,0.3635653895587712,A tiempo,Medio
0,1,0.5657618568513268,1,0.5640951637309383,Tardía,Medio
0,0,0.4817097514717958,0,0.3412612902698113,A tiempo,Medio
1,0,0.45082118720352854,1,0.5808444073135097,A tiempo,Medio
0,1,0.5138181033980495,1,0.5116314091960777,Tardía,Medio
1,1,0.5613023187187418,1,0.5742295469001067,Tardía,Medio
0,0,0.4031677007863507,0,0.3510323290058601,A tiempo,Medio
1,0,0.3637698324938135,0,0.45708828743470237,A tiempo,Medio
0,0,0.388052378514566,0,0.3860817969458109,A tiempo,Medio
1,1,0.53801059814513,0,0.37923758005952235,Tardía,Medio
0,1,0.5452982568252153,1,0.5756404021962565,Tardía,Medio
0,1,0.6363347930034909,1,0.5586393876326156,Tardía,Alto
0,1,0.589128140060059,1,0.5576650081571016,Tardía,Medio
0,1,0.6060284636634407,1,0.5493665003857361,Tardía,Alto
0,1,0.6091060679091418,1,0.5368279267414809,Tardía,Alto
0,0,0.4608321391782316,0,0.34510655850348804,A tiempo,Medio
0,0,0.4139484013843942,0,0.3468059962182739,A tiempo,Medio
0,1,0.5241073237839943,0,0.41812625300769696,Tardía,Medio
0,0,0.443573166219979,0,0.3399530243391975,A tiempo,Medio
1,1,0.5633858344895118,0,0.4976292813378931,Tardía,Medio
1,0,0.427169429026151,0,0.4237416407608459,A tiempo,Medio
0,0,0.49611010121013865,0,0.3971358223582378,A tiempo,Medio
0,1,0.5657199271671263,1,0.5667052617717987,Tardía,Medio
1,1,0.5377734645612186,1,0.5663842692211859,Tardía,Medio
0,0,0.49761484735835493,1,0.5518698685517374,A tiempo,Medio
1,0,0.4349597275611451,0,0.42779242615158,A tiempo,Medio
0,0,0.3316437483060838,0,0.36602403341481815,A tiempo,Medio
0,1,0.5014915422265795,1,0.5345593392435025,Tardía,Medio
0,0,0.48320233384749445,0,0.30257106681760354,A tiempo,Medio
0,1,0.5826348359629573,1,0.6237013982535464,Tardía,Medio
1,1,0.6020296354028248,1,0.5822401754852511,Tardía,Alto
0,1,0.5189128475384726,0,0.4277403969508154,Tardía,Medio
0,0,0.4913031642603125,0,0.37937356606769634,A tiempo,Medio
1,1,0.5495699546441856,1,0.540767805434086,Tardía,Medio
0,0,0.47230581317282405,0,0.3326157655884577,A tiempo,Medio
0,0,0.4978157674672285,0,0.48388631382077685,A tiempo,Medio
0,0,0.4101097839981938,0,0.3783972750702936,A tiempo,Medio
1,0,0.48055179987691937,0,0.4385451555998385,A tiempo,Medio
0,1,0.6049994009474596,1,0.5943797015946322,Tardía,Alto
0,1,0.5478457070686411,1,0.6236000233777722,Tardía,Medio
1,1,0.5809130751469385,1,0.6145939530121569,Tardía,Medio
1,0,0.45974958364781393,0,0.4233994480918416,A tiempo,Medio
0,0,0.4142000838384913,0,0.3725838469773629,A tiempo,Medio
0,1,0.550787216120826,1,0.5098745527355408,Tardía,Medio
0,0,0.4568906234961619,0,0.36278868653935137,A tiempo,Medio
0,1,0.5545978151699447,1,0.5633616316809709,Tardía,Medio
0,0,0.3389842784265359,0,0.38455020259557204,A tiempo,Medio
1,0,0.4828444206048034,1,0.5645735802178897,A tiempo,Medio
1,1,0.5791989351020773,1,0.6076437377606378,Tardía,Medio
0,0,0.48067750684098143,1,0.5186028149401074,A tiempo,Medio
1,1,0.5383476953250895,0,0.49168689330336063,Tardía,Medio
0,1,0.5168859721461262,0,0.44749635562789586,Tardía,Medio
1,1,0.5833678869689267,1,0.5132003967048717,Tardía,Medio
0,0,0.4382897291609139,0,0.3387813196744371,A tiempo,Medio
1,1,0.5290717812360316,1,0.5492615924935125,Tardía,Medio
0,1,0.5846075831594263,1,0.5169832308946127,Tardía,Medio
0,1,0.5815135225906478,1,0.5733262476873083,Tardía,Medio
1,0,0.392573056932951,0,0.3555815752698796,A tiempo,Medio
0,1,0.5451043788341987,1,0.5561188782881994,Tardía,Medio
0,0,0.38103496421884053,0,0.40624863348362583,A tiempo,Medio
0,0,0.40612500430789084,0,0.4876660996222747,A tiempo,Medio
1,0,0.49637185536166767,0,0.4787681103925021,A tiempo,Medio
1,1,0.5480971846674939,1,0.5246430075730667,Tardía,Medio
0,0,0.4780131989568297,0,0.4234086378136264,A tiempo,Medio
0,0,0.4884158126105007,0,0.49887149420781296,A tiempo,Medio
1,1,0.6035006976232435,0,0.4601009797013884,Tardía,Alto
1,1,0.5081345996219515,1,0.5526039774619586,Tardía,Medio
0,0,0.3618011390797826,0,0.43740227599729514,A tiempo,Medio
0,0,0.373408772468287,0,0.4293405457599515,A tiempo,Medio
1,1,0.571627865109562,1,0.5627062439051855,Tardía,Medio
0,0,0.47047014418338023,0,0.3770088694571181,A tiempo,Medio
0,0,0.45992934672201935,0,0.41700721397073265,A tiempo,Medio
1,1,0.599428318503291,1,0.5876778412694051,Tardía,Medio
0,1,0.5626781510814381,1,0.6528758954322902,Tardía,Medio
1,1,0.5423198863733101,1,0.5112491786778048,Tardía,Medio
1,1,0.6000006495701204,1,0.5590357747784372,Tardía,Alto
1,0,0.3851472803944322,0,0.42014714676801135,A tiempo,Medio
0,0,0.3663562987814289,0,0.33673342940848966,A tiempo,Medio
1,0,0.48648996630352087,1,0.5603317135004104,A tiempo,Medio
1,0,0.48410469322899913,1,0.5469202304528746,A tiempo,Medio
1,1,0.5821040240655002,1,0.6010974291829915,Tardía,Medio
0,1,0.5618801153126688,1,0.5756836481117144,Tardía,Medio
0,0,0.37211403581402036,0,0.4965523254017495,A tiempo,Medio
0,1,0.5198130282027982,0,0.4747463013038392,Tardía,Medio
0,1,0.5941081345361454,1,0.6420321505288378,Tardía,Medio
0,1,0.5628130420391058,1,0.5423389620407535,Tardía,Medio
1,1,0.5068514170953196,1,0.5367754747753422,Tardía,Medio
0,0,0.467195099577839,0,0.38347482911016134,A tiempo,Medio
1,0,0.3944864519845367,0,0.41369743384959157,A tiempo,Medio
0,0,0.4242141505423738,0,0.331360021060074,A tiempo,Medio
0,0,0.3920349257464793,0,0.2517165586572897,A tiempo,Medio
0,1,0.5271729294484467,1,0.6110559006320406,Tardía,Medio
0,0,0.44477881857036417,0,0.3761757432667763,A tiempo,Medio
0,1,0.5250172160172165,1,0.5241259727935162,Tardía,Medio
1,1,0.5152659880769438,0,0.4834322222062344,Tardía,Medio
0,1,0.5048373708077917,1,0.5559519999872148,Tardía,Medio
0,0,0.36381624297143644,0,0.4303885877985569,A tiempo,Medio
0,0,0.373972329078567,0,0.39923642581973,A tiempo,Medio
1,1,0.606561704573065,1,0.6115569763847435,Tardía,Alto
0,1,0.5680894508635989,1,0.6096991971009327,Tardía,Medio
0,1,0.5527097052831927,1,0.5998931447154292,Tardía,Medio
0,1,0.506432572232754,1,0.5439694470440878,Tardía,Medio
0,1,0.5609978095137723,1,0.5349678064733981,Tardía,Medio
0,0,0.40973261368001357,0,0.31629628176367247,A tiempo,Medio
0,1,0.596984295295552,1,0.6085114013037748,Tardía,Medio
1,1,0.5180393840688736,1,0.5487957324275164,Tardía,Medio
0,0,0.40217820790536213,0,0.39157167554298006,A tiempo,Medio
0,1,0.5734629007887417,1,0.5208714948836224,Tardía,Medio
0,1,0.5300709878034205,1,0.5326202425103097,Tardía,Medio
0,1,0.5880710988571388,1,0.6139252557283764,Tardía,Medio
0,0,0.43226959771538936,0,0.4437102939308092,A tiempo,Medio
1,1,0.5424207327905621,1,0.5834556701763165,Tardía,Medio
0,0,0.3846706557257171,0,0.4733257750855019,A tiempo,Medio
0,0,0.3374502116399632,0,0.41385399639258563,A tiempo,Medio
0,1,0.5057333669740863,0,0.4943118271549516,Tardía,Medio
0,1,0.507471889582353,1,0.5950592169732464,Tardía,Medio
0,0,0.4024053340212641,0,0.30485933600386833,A tiempo,Medio
0,1,0.5227754830631992,1,0.5636984679983944,Tardía,Medio
0,0,0.42655704717166953,0,0.3398094044077826,A tiempo,Medio
0,1,0.554811739029863,1,0.6217677740691518,Tardía,Medio
0,0,0.3275722184966748,0,0.39073402486244035,A tiempo,Medio
0,1,0.5087678617737593,1,0.5743213327915433,Tardía,Medio
0,1,0.5754578243609069,1,0.5907876655004216,Tardía,Medio
1,0,0.35886615007150446,0,0.33792900575251367,A tiempo,Medio
0,1,0.578621438791081,1,0.5277111145920962,Tardía,Medio
0,1,0.5098687190766745,0,0.3946600231221039,Tardía,Medio
0,1,0.5699570079518382,1,0.5839533167913562,Tardía,Medio
0,0,0.4371013563900871,0,0.3192945232031303,A tiempo,Medio
1,1,0.5016534025389964,0,0.4856005656899374,Tardía,Medio
0,1,0.585742499103865,1,0.6446002383836003,Tardía,Medio
1,1,0.5132535815096124,1,0.60837987363065,Tardía,Medio
0,1,0.5235396999345224,1,0.6133425749969288,Tardía,Medio
0,1,0.5355619694250079,1,0.572593859144269,Tardía,Medio
0,0,0.37252827723470827,0,0.34722204405225165,A tiempo,Medio
0,1,0.5929688408095465,1,0.5595448243051002,Tardía,Medio
0,0,0.42315114696520956,0,0.3966116152755821,A tiempo,Medio
0,1,0.5464734132617668,1,0.5496991572725509,Tardía,Medio
1,1,0.5216665806509418,0,0.45633662849238904,Tardía,Medio
1,0,0.49114167636946215,1,0.6379275801183604,A tiempo,Medio
0,1,0.6242304703373516,1,0.6282685907581063,Tardía,Alto
0,0,0.41617371213801696,0,0.35486198102030214,A tiempo,Medio
0,0,0.40670263866630524,0,0.4431072274998328,A tiempo,Medio
1,1,0.5562960007813258,1,0.623760705604716,Tardía,Medio
0,1,0.5275280387678495,0,0.493250974789914,Tardía,Medio
1,0,0.4273136609907197,0,0.3758301739029738,A tiempo,Medio
0,0,0.4980712970694747,0,0.3177829427609868,A tiempo,Medio
0,1,0.5064357088670136,1,0.5555984067936841,Tardía,Medio
0,1,0.5222720111048751,0,0.4759010235046757,Tardía,Medio
0,1,0.5519004292365277,1,0.5911257214797514,Tardía,Medio
1,1,0.5755911335702888,0,0.40564061953225755,Tardía,Medio
1,1,0.5682720634105021,1,0.5216877258883686,Tardía,Medio
0,0,0.4180904386639974,0,0.43629658810312477,A tiempo,Medio
0,0,0.4529183829443113,0,0.44169516859016833,A tiempo,Medio
0,1,0.511751240049266,1,0.5516963813568216,Tardía,Medio
0,0,0.40499780153014037,0,0.4481115274227881,A tiempo,Medio
1,1,0.605806394940413,1,0.5866992395804892,Tardía,Alto
1,0,0.3921248706541873,1,0.5646341235852723,A tiempo,Medio
0,1,0.6071954864697195,1,0.6048379658054002,Tardía,Alto
0,0,0.49861131159355626,0,0.4023702714617994,A tiempo,Medio
0,1,0.6194338539835662,1,0.5962191757256927,Tardía,Alto
1,0,0.4071832887817464,0,0.26928964444636644,A tiempo,Medio
1,1,0.5637365576405623,1,0.5740916307026965,Tardía,Medio
0,0,0.398893458626795,0,0.3954935810697926,A tiempo,Medio
0,0,0.432595971502127,0,0.2883708247753455,A tiempo,Medio
1,1,0.582613963030779,1,0.6113196999321553,Tardía,Medio
1,0,0.49461660991616063,1,0.6200399483817057,A tiempo,Medio
0,0,0.344670013703147,0,0.3324111580531495,A tiempo,Medio
0,1,0.543052843410614,1,0.6327441978670991,Tardía,Medio
1,0,0.454451675773208,1,0.5074029491275575,A tiempo,Medio
0,0,0.49606588956840336,1,0.5604119419357454,A tiempo,Medio
0,1,0.5138737972524364,1,0.5429154174161378,Tardía,Medio
0,0,0.401722166024432,0,0.3783214546686817,A tiempo,Medio
1,1,0.5805553874291173,1,0.6238978270653432,Tardía,Medio
0,1,0.5461125825696739,1,0.64846957390227,Tardía,Medio
1,0,0.4815337274534216,1,0.5088327191230106,A tiempo,Medio
0,1,0.5934363663942738,1,0.6096068994580292,Tardía,Medio
1,1,0.534637159983968,1,0.5150259937321905,Tardía,Medio
0,1,0.5677980621331983,0,0.4237537655127484,Tardía,Medio
1,1,0.5229914354586873,1,0.6086623360413806,Tardía,Medio
0,0,0.47571575615244294,0,0.4314939079919399,A tiempo,Medio
0,0,0.4093933084541164,0,0.34386689359477574,A tiempo,Medio
0,0,0.4882364729858589,0,0.4242981058830888,A tiempo,Medio
1,0,0.4378770461016402,0,0.3556944605408872,A tiempo,Medio
0,0,0.33092035922258345,0,0.3296717329401348,A tiempo,Medio
0,1,0.5736469803015529,1,0.5478470035058669,Tardía,Medio
0,0,0.41306198364919694,0,0.3621940885713763,A tiempo,Medio
0,1,0.5131641607676419,0,0.49356240585507655,Tardía,Medio
0,0,0.39300226633128194,0,0.39071917280689555,A tiempo,Medio
0,1,0.6371673507241615,1,0.5056522710166199,Tardía,Alto
0,1,0.517064770100121,1,0.5198904474925508,Tardía,Medio
0,0,0.4844815283913991,0,0.4115185903324516,A tiempo,Medio
1,1,0.5647547399042191,1,0.5780107369282307,Tardía,Medio
1,1,0.6215399548546977,1,0.5473358102525634,Tardía,Alto
0,1,0.5067686957910483,0,0.4542341702798367,Tardía,Medio
0,0,0.3749530147119588,0,0.29459375606142535,A tiempo,Medio
0,1,0.5664692254847576,1,0.5739566246162107,Tardía,Medio
1,0,0.3967419781931763,0,0.34165090647238555,A tiempo,Medio
1,1,0.5672965408709876,1,0.5189815600742975,Tardía,Medio
0,0,0.4553293450564381,0,0.375194615056437,A tiempo,Medio
0,0,0.41951971965877694,0,0.33606116129400193,A tiempo,Medio
1,0,0.39708509622399846,0,0.3883235671914394,A tiempo,Medio
0,1,0.5144770970059385,1,0.5411129886137451,Tardía,Medio
0,0,0.41708719452378157,0,0.4242855739809987,A tiempo,Medio
1,0,0.3394845841248433,0,0.3980139853254196,A tiempo,Medio
1,0,0.42004312707020547,0,0.41368583161571754,A tiempo,Medio
0,0,0.3936943603850018,0,0.3548741213768543,A tiempo,Medio
0,0,0.4723706154591718,0,0.41661320970153837,A tiempo,Medio
0,1,0.518666948014801,1,0.6214484789259848,Tardía,Medio
1,1,0.5579772392415364,1,0.5823161523272912,Tardía,Medio
1,1,0.5322179027519532,1,0.5779974343152395,Tardía,Medio
0,0,0.4035178152481739,0,0.31215580642832375,A tiempo,Medio
1,1,0.5829786984863533,0,0.470144228443236,Tardía,Medio
0,0,0.36384985673617193,0,0.3162332026997083,A tiempo,Medio
0,0,0.3431797843015538,0,0.3266934837357656,A tiempo,Medio
0,1,0.5909308273345855,1,0.5993505286739766,Tardía,Medio
0,0,0.4552570673132776,0,0.3464894641302575,A tiempo,Medio
0,1,0.6247391033128523,1,0.624297157879363,Tardía,Alto
0,0,0.4454785961435063,0,0.33126206249883494,A tiempo,Medio
0,0,0.36214621819832615,0,0.35704219678200616,A tiempo,Medio
0,0,0.43469724151080713,0,0.30144239163770353,A tiempo,Medio
0,0,0.48575250668037634,0,0.49954670657425576,A tiempo,Medio
1,1,0.584690445845454,0,0.41006680106734344,Tardía,Medio
0,1,0.5908600327344474,1,0.5879323987046727,Tardía,Medio
0,0,0.43665083087256173,0,0.3505839572169856,A tiempo,Medio
0,1,0.5769015437346559,0,0.44720205175937955,Tardía,Medio
1,1,0.5764850563334535,1,0.574297606886878,Tardía,Medio
0,0,0.46789522678550016,0,0.3490655721485541,A tiempo,Medio
1,1,0.546527293628011,1,0.5772072806775608,Tardía,Medio
1,0,0.489787822613179,0,0.3657259442116313,A tiempo,Medio
