peso_carga,cantidad_paquetes,distancia_real_km,precio_combustible,costo_envio,fecha_salida_anio,fecha_salida_mes,fecha_salida_dia,fecha_salida_dia_semana,fecha_salida_fin_semana,fecha_salida_semana,fecha_salida_trimestre,hora_salida_num,tipo_combustible,minutos_retraso_real,minutos_retraso_predicho,error_minutos,error_absoluto,nivel_retraso_real,nivel_retraso_predicho
1.76,79,338.25,26.25,2999.25,2026,4,4,5,1,14,2,10.466666666666667,Diesel,0,10.806464000066605,-10.806464000066605,10.806464000066605,Sin retraso,Retraso leve
0.67,8,465.61,24.79,2959.05,2026,6,14,6,1,24,2,9.5,Gasolina,0,29.507146447735913,-29.507146447735913,29.507146447735913,Sin retraso,Retraso moderado
6.41,62,424.25,26.77,3758.25,2026,3,24,1,0,13,1,8.083333333333334,Diesel,0,22.870599226831153,-22.870599226831153,22.870599226831153,Sin retraso,Retraso moderado
7.66,23,200.94,26.12,2454.7,2026,7,4,5,1,27,3,15.216666666666667,Diesel,0,4.264139571294001,-4.264139571294001,4.264139571294001,Sin retraso,Retraso leve
1.32,69,171.92,25.94,2043.6,2026,2,17,1,0,8,1,18.666666666666668,Diesel,0,6.913235235583603,-6.913235235583603,6.913235235583603,Sin retraso,Retraso leve
0.62,34,423.4,24.15,2951.0,2026,6,26,4,0,26,2,18.333333333333332,Diesel,81,21.574405883426188,59.42559411657381,59.42559411657381,Retraso crítico,Retraso moderado
0.33,31,325.52,23.65,2408.6,2026,5,10,6,1,19,2,18.15,Gasolina,0,15.273863489411754,-15.273863489411754,15.273863489411754,Sin retraso,Retraso moderado
1.43,76,232.64,23.24,2414.2,2026,1,24,5,1,4,1,15.416666666666666,Gasolina,0,5.09880367844975,-5.09880367844975,5.09880367844975,Sin retraso,Retraso leve
2.28,31,182.31,26.87,1887.55,2026,3,22,6,1,12,1,8.733333333333333,Diesel,0,8.944611671469238,-8.944611671469238,8.944611671469238,Sin retraso,Retraso leve
0.24,79,143.87,23.5,1875.35,2026,5,31,6,1,22,2,14.916666666666666,Gasolina,0,2.4813249370772477,-2.4813249370772477,2.4813249370772477,Sin retraso,Retraso leve
0.71,11,192.54,25.42,1621.7,2026,4,14,1,0,16,2,15.633333333333333,Gasolina,0,2.390050098228708,-2.390050098228708,2.390050098228708,Sin retraso,Retraso leve
0.3,64,420.18,23.62,3142.9,2026,6,18,3,0,25,2,8.366666666666667,Gasolina,62,20.297989981074316,41.702010018925684,41.702010018925684,Retraso crítico,Retraso moderado
2.14,37,247.39,26.0,2246.95,2026,6,5,4,0,23,2,10.733333333333333,Diesel,20,5.444195301069827,14.555804698930173,14.555804698930173,Retraso moderado,Retraso leve
2.7,39,304.44,24.79,2604.2,2026,7,20,0,0,30,3,14.9,Diesel,0,11.621947727584871,-11.621947727584871,11.621947727584871,Sin retraso,Retraso leve
13.81,12,298.57,25.67,3469.85,2026,7,6,0,0,28,3,20.466666666666665,Diesel,0,19.703171487918972,-19.703171487918972,19.703171487918972,Sin retraso,Retraso moderado
2.76,58,337.3,26.95,2926.5,2026,7,22,2,0,30,3,10.616666666666667,Diesel,0,16.82845472472553,-16.82845472472553,16.82845472472553,Sin retraso,Retraso moderado
0.47,47,397.27,23.11,2909.35,2026,1,8,3,0,2,1,8.133333333333333,Gasolina,59,25.75019030704292,33.24980969295708,33.24980969295708,Retraso alto,Retraso moderado
7.86,10,395.91,26.61,3345.55,2026,3,26,3,0,13,1,10.316666666666666,Diesel,0,17.0730409075152,-17.0730409075152,17.0730409075152,Sin retraso,Retraso moderado
0.25,35,374.5,25.47,2677.5,2026,1,11,6,1,2,1,16.516666666666666,Gasolina,0,12.288123660158925,-12.288123660158925,12.288123660158925,Sin retraso,Retraso leve
1.59,16,205.71,23.62,1815.55,2026,1,7,2,0,2,1,17.666666666666668,Gasolina,0,15.872731059455889,-15.872731059455889,15.872731059455889,Sin retraso,Retraso moderado
3.43,61,253.03,25.35,2596.15,2026,2,8,6,1,6,1,9.0,Diesel,36,11.881885231626711,24.11811476837329,24.11811476837329,Retraso alto,Retraso leve
0.76,30,342.37,24.95,2527.85,2026,1,2,4,0,1,1,20.683333333333334,Gasolina,0,11.285222635854232,-11.285222635854232,11.285222635854232,Sin retraso,Retraso leve
1.52,72,373.2,25.66,3094.0,2026,6,18,3,0,25,2,18.6,Gasolina,42,20.79433437534796,21.20566562465204,21.20566562465204,Retraso alto,Retraso moderado
1.77,43,376.07,24.15,2901.35,2026,5,6,2,0,19,2,13.25,Diesel,0,12.90428134967326,-12.90428134967326,12.90428134967326,Sin retraso,Retraso leve
4.99,15,448.69,26.94,3362.45,2026,2,11,2,0,7,1,5.4,Diesel,48,9.07272724223451,38.92727275776549,38.92727275776549,Retraso alto,Retraso leve
1.37,6,242.58,26.68,1897.9,2026,7,29,2,0,31,3,8.666666666666666,Diesel,0,21.77873900904982,-21.77873900904982,21.77873900904982,Sin retraso,Retraso moderado
1.47,37,339.16,24.14,2638.8,2026,8,5,2,0,32,3,19.5,Diesel,0,37.016305322252926,-37.016305322252926,37.016305322252926,Sin retraso,Retraso alto
3.08,36,306.64,26.82,2629.2,2026,6,22,0,0,26,2,20.15,Diesel,45,17.61491188014614,27.38508811985386,27.38508811985386,Retraso alto,Retraso moderado
0.32,64,380.28,25.41,2945.4,2026,4,3,4,0,14,2,19.933333333333334,Gasolina,0,13.43662066387654,-13.43662066387654,13.43662066387654,Sin retraso,Retraso leve
0.83,4,314.69,25.43,2188.45,2026,4,11,5,1,15,2,9.566666666666666,Gasolina,0,31.798253474548947,-31.798253474548947,31.798253474548947,Sin retraso,Retraso alto
2.34,40,179.2,24.44,1950.0,2026,5,18,0,0,21,2,5.683333333333334,Diesel,0,2.6568278245831243,-2.6568278245831243,2.6568278245831243,Sin retraso,Retraso leve
1.21,6,432.99,25.98,2833.95,2026,3,8,6,1,10,1,11.933333333333334,Diesel,0,17.23429107177297,-17.23429107177297,17.23429107177297,Sin retraso,Retraso moderado
1.9,1,425.52,25.6,2825.6,2026,7,17,4,0,29,3,18.55,Diesel,0,28.382763543033615,-28.382763543033615,28.382763543033615,Sin retraso,Retraso moderado
0.56,51,313.02,24.62,2529.1,2026,5,6,2,0,19,2,9.65,Gasolina,42,20.949839367609826,21.050160632390174,21.050160632390174,Retraso alto,Retraso moderado
1.48,77,239.64,24.72,2462.2,2026,1,2,4,0,1,1,6.016666666666667,Gasolina,0,3.6429145332356767,-3.6429145332356767,3.6429145332356767,Sin retraso,Retraso leve
0.57,55,321.4,26.03,2604.0,2026,6,7,6,1,23,2,9.45,Diesel,60,20.055928040244222,39.944071959755775,39.944071959755775,Retraso alto,Retraso moderado
7.83,49,382.91,24.34,3589.55,2026,5,28,3,0,22,2,8.15,Diesel,0,23.127920323617232,-23.127920323617232,23.127920323617232,Sin retraso,Retraso moderado
0.79,70,249.93,25.95,2388.65,2026,1,13,1,0,3,1,17.533333333333335,Diesel,0,7.942603894802077,-7.942603894802077,7.942603894802077,Sin retraso,Retraso leve
3.36,40,122.63,26.11,1769.15,2026,6,8,0,0,24,2,8.283333333333333,Diesel,0,10.038104638242652,-10.038104638242652,10.038104638242652,Sin retraso,Retraso leve
2.7,73,193.98,25.5,2323.9,2026,7,19,6,1,29,3,15.966666666666667,Diesel,0,2.595681451422666,-2.595681451422666,2.595681451422666,Sin retraso,Retraso leve
1.68,30,257.79,26.32,2196.95,2026,4,21,1,0,17,2,18.316666666666666,Diesel,16,5.885125993910639,10.114874006089362,10.114874006089362,Retraso moderado,Retraso leve
1.14,49,66.64,23.55,1339.2,2026,6,28,6,1,26,2,10.633333333333333,Gasolina,0,4.222961794343865,-4.222961794343865,4.222961794343865,Sin retraso,Retraso leve
0.88,45,383.71,25.6,2866.55,2026,4,20,0,0,17,2,19.066666666666666,Gasolina,0,26.134700872972072,-26.134700872972072,26.134700872972072,Sin retraso,Retraso moderado
1.41,50,472.2,26.0,3402.0,2026,2,1,6,1,5,1,10.7,Diesel,0,14.740305837977424,-14.740305837977424,14.740305837977424,Sin retraso,Retraso leve
0.99,75,370.12,26.13,3049.6,2026,2,18,2,0,8,1,19.233333333333334,Diesel,0,16.361461838567628,-16.361461838567628,16.361461838567628,Sin retraso,Retraso moderado
3.82,32,299.85,25.98,2637.25,2026,2,27,4,0,9,1,5.483333333333333,Diesel,22,13.714360719141967,8.285639280858033,8.285639280858033,Retraso moderado,Retraso leve
1.06,16,285.04,24.94,2159.2,2026,6,10,2,0,24,2,17.616666666666667,Diesel,39,13.75224237664118,25.247757623358822,25.247757623358822,Retraso alto,Retraso leve
0.69,14,496.18,23.32,3161.9,2026,5,24,6,1,21,2,9.5,Gasolina,0,34.9462318536923,-34.9462318536923,34.9462318536923,Sin retraso,Retraso alto
1.05,66,301.35,24.31,2639.75,2026,4,9,3,0,15,2,17.95,Gasolina,47,36.76441594243457,10.235584057565433,10.235584057565433,Retraso alto,Retraso alto
0.84,36,393.37,24.72,2838.85,2026,6,24,2,0,26,2,8.933333333333334,Gasolina,50,30.781359934115166,19.218640065884834,19.218640065884834,Retraso alto,Retraso alto
6.4,36,289.51,25.54,2875.55,2026,2,13,4,0,7,1,12.4,Diesel,0,10.318035933278614,-10.318035933278614,10.318035933278614,Sin retraso,Retraso leve
1.22,34,175.24,25.74,1770.2,2026,6,8,0,0,24,2,6.283333333333333,Gasolina,0,1.7661794197136778,-1.7661794197136778,1.7661794197136778,Sin retraso,Retraso leve
0.54,7,38.98,26.87,804.9,2026,1,22,3,0,4,1,8.75,Diesel,0,9.962435725010232,-9.962435725010232,9.962435725010232,Sin retraso,Retraso leve
0.95,18,103.99,23.93,1258.95,2026,6,21,6,1,25,2,13.9,Gasolina,0,4.688491443043861,-4.688491443043861,4.688491443043861,Sin retraso,Retraso leve
20.05,17,262.27,26.29,3952.35,2026,5,21,3,0,21,2,18.85,Diesel,0,8.87739517804462,-8.87739517804462,8.87739517804462,Sin retraso,Retraso leve
0.39,69,336.97,24.02,2775.85,2026,5,5,1,0,19,2,7.283333333333333,Diesel,56,16.173665732277485,39.826334267722515,39.826334267722515,Retraso alto,Retraso moderado
0.41,2,164.75,26.52,1380.75,2026,1,2,4,0,1,1,16.033333333333335,Diesel,21,6.620705582549146,14.379294417450854,14.379294417450854,Retraso moderado,Retraso leve
6.76,68,398.35,26.83,3711.75,2026,1,17,5,1,3,1,6.983333333333333,Diesel,57,23.984907865747072,33.015092134252924,33.015092134252924,Retraso alto,Retraso moderado
0.72,25,346.48,25.41,2504.4,2026,2,3,1,0,6,1,9.05,Diesel,0,22.208113070629352,-22.208113070629352,22.208113070629352,Sin retraso,Retraso moderado
1.48,18,205.04,25.69,1817.2,2026,6,14,6,1,24,2,17.25,Diesel,0,17.7725094364846,-17.7725094364846,17.7725094364846,Sin retraso,Retraso moderado
4.01,69,195.17,24.95,2428.85,2026,5,27,2,0,22,2,9.7,Diesel,0,13.025262108019174,-13.025262108019174,13.025262108019174,Sin retraso,Retraso leve
0.27,73,422.09,25.72,3221.45,2026,7,2,3,0,27,3,18.466666666666665,Gasolina,0,25.35676018781529,-25.35676018781529,25.35676018781529,Sin retraso,Retraso moderado
2.32,67,212.06,25.69,2328.3,2026,1,7,2,0,2,1,9.516666666666667,Diesel,0,15.702789598808861,-15.702789598808861,15.702789598808861,Sin retraso,Retraso moderado
0.66,14,409.8,25.24,2727.0,2026,1,13,1,0,3,1,18.366666666666667,Gasolina,0,17.097339831175358,-17.097339831175358,17.097339831175358,Sin retraso,Retraso moderado
3.68,41,411.65,26.15,3254.25,2026,4,6,0,0,15,2,14.15,Diesel,25,12.290765153653888,12.709234846346112,12.709234846346112,Retraso moderado,Retraso leve
0.34,71,189.47,24.02,2049.35,2026,2,8,6,1,6,1,5.333333333333333,Gasolina,0,4.157525715996839,-4.157525715996839,4.157525715996839,Sin retraso,Retraso leve
0.99,22,393.42,25.72,2742.1,2026,6,15,0,0,25,2,7.916666666666667,Diesel,0,26.57414804220233,-26.57414804220233,26.57414804220233,Sin retraso,Retraso moderado
0.23,9,204.4,25.85,1617.0,2026,4,5,6,1,14,2,19.483333333333334,Diesel,0,16.443514365957117,-16.443514365957117,16.443514365957117,Sin retraso,Retraso moderado
1.79,79,383.76,26.05,3229.8,2026,3,22,6,1,12,1,9.966666666666667,Diesel,45,33.22705326408914,11.772946735910857,11.772946735910857,Retraso alto,Retraso alto
8.24,46,135.51,25.02,2369.55,2026,2,18,2,0,8,1,5.6,Diesel,51,6.898150199918839,44.10184980008116,44.10184980008116,Retraso alto,Retraso leve
5.48,47,134.48,24.52,2096.4,2026,7,26,6,1,30,3,12.6,Diesel,0,2.5385861189549606,-2.5385861189549606,2.5385861189549606,Sin retraso,Retraso leve
0.47,45,110.81,25.98,1461.05,2026,7,4,5,1,27,3,8.116666666666667,Diesel,0,9.582121102571046,-9.582121102571046,9.582121102571046,Sin retraso,Retraso leve
4.01,62,260.54,25.85,2699.7,2026,5,12,1,0,20,2,11.2,Diesel,0,5.333155145419275,-5.333155145419275,5.333155145419275,Sin retraso,Retraso leve
1.54,29,139.42,24.68,1583.1,2026,1,27,1,0,5,1,20.916666666666668,Gasolina,0,4.612135604484955,-4.612135604484955,4.612135604484955,Sin retraso,Retraso leve
0.86,27,332.36,25.45,2463.8,2026,7,11,5,1,28,3,8.483333333333333,Diesel,34,24.141324599603063,9.858675400396937,9.858675400396937,Retraso alto,Retraso moderado
0.49,55,140.96,25.46,1693.8,2026,4,16,3,0,16,2,13.75,Gasolina,0,2.037311168676418,-2.037311168676418,2.037311168676418,Sin retraso,Retraso leve
10.2,45,497.62,26.68,4368.1,2026,1,18,6,1,3,1,6.716666666666667,Diesel,0,12.055166849082289,-12.055166849082289,12.055166849082289,Sin retraso,Retraso leve
0.49,4,174.22,23.74,1452.1,2026,3,17,1,0,12,1,7.95,Gasolina,43,12.291099605509181,30.70890039449082,30.70890039449082,Retraso alto,Retraso leve
9.4,3,294.92,25.69,2938.6,2026,8,5,2,0,32,3,18.983333333333334,Diesel,67,31.786499474519925,35.21350052548007,35.21350052548007,Retraso crítico,Retraso alto
12.27,19,271.13,24.77,3234.65,2026,6,24,2,0,26,2,16.2,Diesel,0,5.752216433174636,-5.752216433174636,5.752216433174636,Sin retraso,Retraso leve
0.88,33,405.29,24.96,2878.45,2026,2,26,3,0,9,1,6.45,Diesel,31,9.76463995608679,21.23536004391321,21.23536004391321,Retraso alto,Retraso leve
6.76,15,456.8,25.76,3580.0,2026,3,1,6,1,9,1,9.333333333333334,Diesel,0,25.586790876842947,-25.586790876842947,25.586790876842947,Sin retraso,Retraso moderado
1.22,25,189.88,23.63,1771.4,2026,7,28,1,0,31,3,5.733333333333333,Gasolina,0,11.681216065534912,-11.681216065534912,11.681216065534912,Sin retraso,Retraso leve
0.28,27,338.29,23.64,2435.45,2026,7,17,4,0,29,3,20.216666666666665,Gasolina,0,5.689095015040197,-5.689095015040197,5.689095015040197,Sin retraso,Retraso leve
0.21,27,329.54,23.04,2384.7,2026,4,5,6,1,14,2,10.166666666666666,Gasolina,0,23.38804040277545,-23.38804040277545,23.38804040277545,Sin retraso,Retraso moderado
6.65,21,473.03,26.86,3698.15,2026,8,11,1,0,33,3,6.3,Diesel,43,8.164331581000699,34.835668418999305,34.835668418999305,Retraso alto,Retraso leve
2.8,26,431.09,26.54,3143.45,2026,3,18,2,0,12,1,14.45,Diesel,0,18.51195514593465,-18.51195514593465,18.51195514593465,Sin retraso,Retraso moderado
0.45,69,159.81,23.41,1896.05,2026,3,20,4,0,12,1,15.3,Gasolina,0,1.448499090504424,-1.448499090504424,1.448499090504424,Sin retraso,Retraso leve
1.03,14,180.53,24.19,1617.65,2026,2,3,1,0,6,1,5.383333333333334,Diesel,15,2.6106925411351387,12.389307458864861,12.389307458864861,Retraso leve,Retraso leve
0.27,64,298.46,26.56,2531.3,2026,4,4,5,1,14,2,8.5,Diesel,0,20.282529322374263,-20.282529322374263,20.282529322374263,Sin retraso,Retraso moderado
0.29,37,446.34,24.52,3056.7,2026,6,23,1,0,26,2,14.383333333333333,Diesel,0,10.56922310562699,-10.56922310562699,10.56922310562699,Sin retraso,Retraso leve
1.33,35,194.07,24.64,1883.35,2026,5,7,3,0,19,2,9.45,Gasolina,0,7.529261611599214,-7.529261611599214,7.529261611599214,Sin retraso,Retraso leve
1.47,5,446.48,26.36,2919.4,2026,6,6,5,1,23,2,19.783333333333335,Diesel,0,28.735661528278687,-28.735661528278687,28.735661528278687,Sin retraso,Retraso moderado
1.19,22,128.0,25.01,1435.0,2026,3,13,4,0,11,1,12.916666666666666,Diesel,46,4.728849589372616,41.271150410627385,41.271150410627385,Retraso alto,Retraso leve
0.51,42,381.06,24.55,2792.3,2026,1,2,4,0,1,1,16.4,Gasolina,0,12.924150635955904,-12.924150635955904,12.924150635955904,Sin retraso,Retraso leve
1.4,17,419.43,25.81,2873.15,2026,4,21,1,0,17,2,16.516666666666666,Diesel,0,11.814127414161883,-11.814127414161883,11.814127414161883,Sin retraso,Retraso leve
0.87,77,138.54,24.8,1895.7,2026,5,13,2,0,20,2,13.783333333333333,Gasolina,0,3.2639755436671987,-3.2639755436671987,3.2639755436671987,Sin retraso,Retraso leve
5.58,18,60.99,25.11,1506.95,2026,5,21,3,0,21,2,17.75,Diesel,27,9.499531516650068,17.500468483349934,17.500468483349934,Retraso moderado,Retraso leve
0.61,59,206.52,26.66,2065.6,2026,3,19,3,0,12,1,8.266666666666667,Diesel,0,10.393351501681398,-10.393351501681398,10.393351501681398,Sin retraso,Retraso leve
0.42,51,197.57,24.1,1937.85,2026,1,5,0,0,2,1,12.7,Diesel,0,1.7119456182709154,-1.7119456182709154,1.7119456182709154,Sin retraso,Retraso leve
5.47,2,379.49,24.07,2960.45,2026,6,17,2,0,25,2,17.383333333333333,Diesel,57,35.73553872779503,21.26446127220497,21.26446127220497,Retraso alto,Retraso alto
2.03,16,270.38,25.61,2182.9,2026,3,1,6,1,9,1,9.716666666666667,Diesel,0,12.630616176862713,-12.630616176862713,12.630616176862713,Sin retraso,Retraso leve
2.06,69,302.16,26.85,2768.8,2026,6,20,5,1,25,2,6.383333333333334,Diesel,30,13.420072371664284,16.579927628335717,16.579927628335717,Retraso moderado,Retraso leve
3.61,77,40.97,24.27,1681.85,2026,6,22,0,0,26,2,15.466666666666667,Diesel,0,5.669434286557487,-5.669434286557487,5.669434286557487,Sin retraso,Retraso leve
0.72,61,483.94,25.56,3479.7,2026,6,25,3,0,26,2,20.6,Gasolina,0,15.922064494500844,-15.922064494500844,15.922064494500844,Sin retraso,Retraso moderado
7.77,60,441.79,24.78,3965.95,2026,3,14,5,1,11,1,8.066666666666666,Diesel,0,26.79701889727323,-26.79701889727323,26.79701889727323,Sin retraso,Retraso moderado
3.81,45,391.48,26.25,3198.4,2026,3,11,2,0,11,1,13.8,Diesel,45,11.724261353004716,33.275738646995286,33.275738646995286,Retraso alto,Retraso leve
2.02,27,415.13,26.62,2993.65,2026,1,27,1,0,5,1,17.333333333333332,Diesel,0,18.206729988090082,-18.206729988090082,18.206729988090082,Sin retraso,Retraso moderado
0.74,71,441.82,24.63,3351.1,2026,5,21,3,0,21,2,5.283333333333333,Gasolina,0,10.614609892847518,-10.614609892847518,10.614609892847518,Sin retraso,Retraso leve
4.27,20,431.83,24.11,3246.15,2026,1,6,1,0,2,1,18.066666666666666,Diesel,44,30.43363654376823,13.56636345623177,13.56636345623177,Retraso alto,Retraso alto
1.27,59,346.9,23.61,2833.5,2026,2,19,3,0,8,1,9.2,Gasolina,52,31.816129408501553,20.183870591498447,20.183870591498447,Retraso alto,Retraso alto
12.63,52,107.43,24.84,2716.15,2026,4,6,0,0,15,2,20.583333333333332,Diesel,0,2.154982125232893,-2.154982125232893,2.154982125232893,Sin retraso,Retraso leve
2.9,50,198.08,26.35,2180.4,2026,6,15,0,0,25,2,20.55,Diesel,0,0.8632422050106889,-0.8632422050106889,0.8632422050106889,Sin retraso,Retraso leve
1.22,24,239.89,24.43,2013.45,2026,7,15,2,0,29,3,14.6,Diesel,0,3.0237512045540513,-3.0237512045540513,3.0237512045540513,Sin retraso,Retraso leve
0.74,28,425.65,23.31,2926.25,2026,1,11,6,1,2,1,17.566666666666666,Gasolina,0,25.441842808334204,-25.441842808334204,25.441842808334204,Sin retraso,Retraso moderado
1.14,35,229.93,23.02,2043.65,2026,4,28,1,0,18,2,18.483333333333334,Gasolina,0,15.92305791951431,-15.92305791951431,15.92305791951431,Sin retraso,Retraso moderado
3.13,32,343.72,24.63,2787.6,2026,6,18,3,0,25,2,13.15,Diesel,0,8.903688970434873,-8.903688970434873,8.903688970434873,Sin retraso,Retraso leve
0.54,52,275.1,25.94,2345.5,2026,7,25,5,1,30,3,5.283333333333333,Diesel,22,9.479602675630609,12.520397324369391,12.520397324369391,Retraso moderado,Retraso leve
16.28,58,259.91,24.44,3891.55,2026,7,15,2,0,29,3,9.283333333333333,Diesel,0,8.505911067915667,-8.505911067915667,8.505911067915667,Sin retraso,Retraso leve
2.32,53,361.08,24.3,2961.4,2026,2,23,0,0,9,1,5.85,Diesel,0,15.177935789991983,-15.177935789991983,15.177935789991983,Sin retraso,Retraso moderado
0.52,80,185.9,24.76,2121.5,2026,8,13,3,0,33,3,6.316666666666666,Gasolina,0,3.510679436913303,-3.510679436913303,3.510679436913303,Sin retraso,Retraso leve
6.09,70,64.28,26.88,1990.4,2026,7,12,6,1,28,3,18.716666666666665,Diesel,0,15.156599179098158,-15.156599179098158,15.156599179098158,Sin retraso,Retraso moderado
1.45,11,60.02,25.92,1033.1,2026,6,7,6,1,23,2,8.966666666666667,Gasolina,0,11.440768314376529,-11.440768314376529,11.440768314376529,Sin retraso,Retraso leve
0.7,55,438.57,25.34,3202.85,2026,7,31,4,0,31,3,13.15,Gasolina,0,8.527277545046974,-8.527277545046974,8.527277545046974,Sin retraso,Retraso leve
0.78,23,25.04,23.9,887.2,2026,1,22,3,0,4,1,14.066666666666666,Gasolina,0,4.0888881558378545,-4.0888881558378545,4.0888881558378545,Sin retraso,Retraso leve
16.91,18,305.08,26.69,3860.4,2026,1,25,6,1,4,1,20.616666666666667,Diesel,0,14.368177476765073,-14.368177476765073,14.368177476765073,Sin retraso,Retraso leve
0.93,27,180.7,26.01,1712.5,2026,1,25,6,1,4,1,10.833333333333334,Diesel,0,3.409662726285337,-3.409662726285337,3.409662726285337,Sin retraso,Retraso leve
0.76,59,408.9,25.0,3092.5,2026,2,5,3,0,6,1,19.666666666666668,Gasolina,0,28.6532592364934,-28.6532592364934,28.6532592364934,Sin retraso,Retraso moderado
0.25,63,185.15,24.15,1954.75,2026,3,14,5,1,11,1,6.116666666666666,Diesel,0,3.0700482274680883,-3.0700482274680883,3.0700482274680883,Sin retraso,Retraso leve
5.59,75,177.47,24.75,2546.35,2026,4,14,1,0,16,2,16.966666666666665,Diesel,0,7.1904305400843525,-7.1904305400843525,7.1904305400843525,Sin retraso,Retraso leve
1.24,36,430.58,26.23,3064.9,2026,5,2,5,1,18,2,9.933333333333334,Diesel,0,23.76824828546242,-23.76824828546242,23.76824828546242,Sin retraso,Retraso moderado
1.02,46,424.46,23.02,3092.3,2026,3,24,1,0,13,1,8.666666666666666,Gasolina,0,26.296225431518327,-26.296225431518327,26.296225431518327,Sin retraso,Retraso moderado
14.68,53,188.46,26.47,3334.3,2026,8,13,3,0,33,3,8.016666666666667,Diesel,44,13.200559814161126,30.799440185838876,30.799440185838876,Retraso alto,Retraso leve
0.6,56,177.8,24.56,1897.0,2026,5,16,5,1,20,2,10.566666666666666,Gasolina,0,1.1910268730825795,-1.1910268730825795,1.1910268730825795,Sin retraso,Retraso leve
1.88,69,322.03,24.21,2850.15,2026,7,9,3,0,28,3,6.983333333333333,Diesel,43,20.085584670141753,22.914415329858247,22.914415329858247,Retraso alto,Retraso moderado
1.34,30,202.95,24.43,1888.75,2026,3,21,5,1,12,1,17.5,Diesel,0,9.629821604866386,-9.629821604866386,9.629821604866386,Sin retraso,Retraso leve
8.59,64,419.34,26.05,3967.7,2026,8,15,5,1,33,3,18.866666666666667,Diesel,54,17.887204797214675,36.11279520278532,36.11279520278532,Retraso alto,Retraso moderado
1.2,39,127.59,24.35,1569.95,2026,2,17,1,0,8,1,20.55,Gasolina,0,1.9367585805384413,-1.9367585805384413,1.9367585805384413,Sin retraso,Retraso leve
0.22,48,415.96,24.68,2985.8,2026,8,3,0,0,32,3,17.616666666666667,Gasolina,0,31.212664662378632,-31.212664662378632,31.212664662378632,Sin retraso,Retraso alto
4.5,16,337.38,24.57,2764.9,2026,4,6,0,0,15,2,15.033333333333333,Diesel,0,11.373410752699296,-11.373410752699296,11.373410752699296,Sin retraso,Retraso leve
1.26,76,154.52,26.4,2006.6,2026,2,4,2,0,6,1,11.183333333333334,Diesel,0,7.312589179651422,-7.312589179651422,7.312589179651422,Sin retraso,Retraso leve
0.73,33,251.72,25.03,2095.6,2026,5,9,5,1,19,2,20.25,Gasolina,0,8.603239996658367,-8.603239996658367,8.603239996658367,Sin retraso,Retraso leve
0.41,5,335.49,26.84,2258.45,2026,8,3,0,0,32,3,11.816666666666666,Diesel,0,17.721084333942525,-17.721084333942525,17.721084333942525,Sin retraso,Retraso moderado
3.48,3,192.41,25.33,1834.05,2026,3,17,1,0,12,1,16.616666666666667,Diesel,0,6.535930179116125,-6.535930179116125,6.535930179116125,Sin retraso,Retraso leve
1.3,72,476.15,23.42,3586.75,2026,7,27,0,0,31,3,7.1,Gasolina,72,25.221684756604763,46.77831524339524,46.77831524339524,Retraso crítico,Retraso moderado
2.22,34,174.07,26.24,1864.35,2026,1,28,2,0,5,1,5.1,Diesel,0,5.920155153197356,-5.920155153197356,5.920155153197356,Sin retraso,Retraso leve
0.35,24,361.92,23.7,2536.6,2026,6,11,3,0,24,2,18.516666666666666,Gasolina,0,17.370043460777843,-17.370043460777843,17.370043460777843,Sin retraso,Retraso moderado
1.87,50,451.2,26.79,3343.0,2026,3,5,3,0,10,1,16.0,Diesel,37,12.48164088145844,24.51835911854156,24.51835911854156,Retraso alto,Retraso leve
0.21,49,317.61,25.57,2501.05,2026,6,25,3,0,26,2,10.0,Gasolina,41,26.169769427323455,14.830230572676545,14.830230572676545,Retraso alto,Retraso moderado
21.26,54,248.07,24.71,4298.35,2026,6,13,5,1,24,2,16.233333333333334,Diesel,0,4.372083958508961,-4.372083958508961,4.372083958508961,Sin retraso,Retraso leve
1.51,5,341.15,24.55,2396.75,2026,2,18,2,0,8,1,9.316666666666666,Diesel,0,31.491077093329977,-31.491077093329977,31.491077093329977,Sin retraso,Retraso alto
0.48,52,336.35,25.89,2645.75,2026,7,16,3,0,29,3,8.783333333333333,Diesel,0,17.832374869340523,-17.832374869340523,17.832374869340523,Sin retraso,Retraso moderado
18.87,18,231.25,26.36,3687.25,2026,6,13,5,1,24,2,9.016666666666667,Diesel,0,13.086398292633977,-13.086398292633977,13.086398292633977,Sin retraso,Retraso leve
0.68,76,23.93,25.68,1295.65,2026,1,28,2,0,5,1,16.033333333333335,Gasolina,0,4.046353681647713,-4.046353681647713,4.046353681647713,Sin retraso,Retraso leve
4.09,65,340.83,26.96,3133.15,2026,4,13,0,0,16,2,20.733333333333334,Diesel,36,13.182147774989467,22.817852225010533,22.817852225010533,Retraso alto,Retraso leve
2.39,62,400.3,25.45,3236.5,2026,7,3,4,0,27,3,12.85,Diesel,39,10.862934920050986,28.137065079949014,28.137065079949014,Retraso alto,Retraso leve
1.12,27,263.5,24.48,2145.5,2026,3,15,6,1,11,1,6.966666666666667,Diesel,0,6.292750993393614,-6.292750993393614,6.292750993393614,Sin retraso,Retraso leve
1.27,62,446.64,23.65,3356.2,2026,4,10,4,0,15,2,7.0,Gasolina,0,21.57754960422826,-21.57754960422826,21.57754960422826,Sin retraso,Retraso moderado
