real,prediccion,probabilidad_tardia,resultado,nivel_riesgo
0,1,0.5224508562133705,Tardía,Medio
0,0,0.4435478628692483,A tiempo,Medio
1,1,0.562686544657224,Tardía,Medio
1,0,0.42795679010141524,A tiempo,Medio
0,0,0.494981992971606,A tiempo,Medio
0,1,0.5661785983901384,Tardía,Medio
1,1,0.5386095833126752,Tardía,Medio
0,0,0.49828460920021955,A tiempo,Medio
1,0,0.43310050767434377,A tiempo,Medio
0,0,0.33146776267945105,A tiempo,Medio
0,1,0.502511542185393,Tardía,Medio
0,0,0.48331253366278415,A tiempo,Medio
0,1,0.581368633636474,Tardía,Medio
1,1,0.6031532157201563,Tardía,Alto
0,1,0.518626643027437,Tardía,Medio
0,0,0.48962211122570065,A tiempo,Medio
1,1,0.550276852650239,Tardía,Medio
0,0,0.4707725378610786,A tiempo,Medio
0,0,0.4983045202081542,A tiempo,Medio
0,0,0.4086685474192449,A tiempo,Medio
1,0,0.4803888360241285,A tiempo,Medio
0,1,0.6045078769587273,Tardía,Alto
0,1,0.5459381354656022,Tardía,Medio
1,1,0.5821771043251742,Tardía,Medio
1,0,0.46050160208083685,A tiempo,Medio
0,0,0.4148430853979737,A tiempo,Medio
0,1,0.5510545891913603,Tardía,Medio
0,0,0.4557171582199476,A tiempo,Medio
0,1,0.5544897913476338,Tardía,Medio
0,0,0.3398122903547657,A tiempo,Medio
1,0,0.4814083751762285,A tiempo,Medio
1,1,0.5787341317148061,Tardía,Medio
0,0,0.4803920842115766,A tiempo,Medio
1,1,0.5389032218751092,Tardía,Medio
0,1,0.5182586225326787,Tardía,Medio
1,1,0.5830983443677071,Tardía,Medio
0,0,0.4384241362443914,A tiempo,Medio
1,1,0.5284174593138482,Tardía,Medio
0,1,0.5849484792650818,Tardía,Medio
0,1,0.580800249163632,Tardía,Medio
1,0,0.39329310472653023,A tiempo,Medio
0,1,0.5450385234613876,Tardía,Medio
0,0,0.3807897135609323,A tiempo,Medio
0,0,0.4055426842272997,A tiempo,Medio
1,0,0.4980469417131992,A tiempo,Medio
1,1,0.5476989893254769,Tardía,Medio
0,0,0.47742720627495405,A tiempo,Medio
0,0,0.49009720096765785,A tiempo,Medio
1,1,0.6033655430334829,Tardía,Alto
1,1,0.5088975013285553,Tardía,Medio
0,0,0.36285659457714686,A tiempo,Medio
0,0,0.373094667514955,A tiempo,Medio
1,1,0.5715543567327467,Tardía,Medio
0,0,0.4704799085610457,A tiempo,Medio
0,0,0.46034743879847406,A tiempo,Medio
1,1,0.5978267132129804,Tardía,Medio
0,1,0.5610589951938769,Tardía,Medio
1,1,0.5434622527227264,Tardía,Medio
1,1,0.598617280366534,Tardía,Medio
1,0,0.3860858206605699,A tiempo,Medio
0,0,0.36650699697842243,A tiempo,Medio
1,0,0.4878109838898976,A tiempo,Medio
1,0,0.48386399352884113,A tiempo,Medio
1,1,0.5834831498551037,Tardía,Medio
0,1,0.5612270593762396,Tardía,Medio
0,0,0.37199887598553455,A tiempo,Medio
0,1,0.51936620102039,Tardía,Medio
0,1,0.5956331777954604,Tardía,Medio
0,1,0.5639666785412625,Tardía,Medio
1,1,0.506223431712882,Tardía,Medio
0,0,0.4655693185244383,A tiempo,Medio
1,0,0.39571676777650644,A tiempo,Medio
0,0,0.42442701538499716,A tiempo,Medio
0,0,0.39298585024676247,A tiempo,Medio
0,1,0.5254081970852325,Tardía,Medio
0,0,0.44541717473343384,A tiempo,Medio
0,1,0.524895241967541,Tardía,Medio
1,1,0.516732868582332,Tardía,Medio
0,1,0.5041429654398105,Tardía,Medio
0,0,0.3639041580475851,A tiempo,Medio
0,0,0.37241187985327906,A tiempo,Medio
1,1,0.6081782018902906,Tardía,Alto
0,1,0.5697368664918756,Tardía,Medio
0,1,0.5513968309691942,Tardía,Medio
0,1,0.5063161377054736,Tardía,Medio
0,1,0.5602473735580868,Tardía,Medio
0,0,0.4093256745540592,A tiempo,Medio
0,1,0.597786621546965,Tardía,Medio
1,1,0.5174294898232513,Tardía,Medio
0,0,0.40288426587039733,A tiempo,Medio
0,1,0.5740295803299704,Tardía,Medio
0,1,0.5290935500154548,Tardía,Medio
0,1,0.5895866150050895,Tardía,Medio
0,0,0.43099996549028435,A tiempo,Medio
1,1,0.5411636080183437,Tardía,Medio
0,0,0.38324850072115524,A tiempo,Medio
0,0,0.3369689229006033,A tiempo,Medio
0,1,0.5056815075335168,Tardía,Medio
0,1,0.5078014498222115,Tardía,Medio
0,0,0.4004712555979035,A tiempo,Medio
0,1,0.5234192205544963,Tardía,Medio
0,0,0.42469829784083596,A tiempo,Medio
0,1,0.5537052600921919,Tardía,Medio
0,0,0.32909163593710455,A tiempo,Medio
0,1,0.5073114707009488,Tardía,Medio
0,1,0.5743331079853504,Tardía,Medio
1,0,0.35936211763519393,A tiempo,Medio
0,1,0.5793594497138564,Tardía,Medio
0,1,0.5109204104480413,Tardía,Medio
0,1,0.5682128208175263,Tardía,Medio
0,0,0.43563283712667383,A tiempo,Medio
1,1,0.5024199811768462,Tardía,Medio
0,1,0.585579602027098,Tardía,Medio
1,1,0.511592945222971,Tardía,Medio
0,1,0.5244371348645722,Tardía,Medio
0,1,0.5342817777131861,Tardía,Medio
0,0,0.3723157351333333,A tiempo,Medio
0,1,0.592466708851979,Tardía,Medio
0,0,0.4221394522052114,A tiempo,Medio
0,1,0.5471616090750392,Tardía,Medio
1,1,0.5212211423545386,Tardía,Medio
1,0,0.4906260050312304,A tiempo,Medio
0,1,0.6228978924715758,Tardía,Alto
0,0,0.4161479855492173,A tiempo,Medio
0,0,0.40756131383371447,A tiempo,Medio
1,1,0.5575504076625831,Tardía,Medio
0,1,0.5273269173558754,Tardía,Medio
1,0,0.42749554567000075,A tiempo,Medio
0,0,0.4994777338055283,A tiempo,Medio
0,1,0.5063296512879878,Tardía,Medio
0,1,0.5217754085747083,Tardía,Medio
0,1,0.552537937617664,Tardía,Medio
1,1,0.5761764765611239,Tardía,Medio
1,1,0.5674919943146901,Tardía,Medio
0,0,0.4175523335517006,A tiempo,Medio
0,0,0.4538124275274088,A tiempo,Medio
0,1,0.5124878179652863,Tardía,Medio
0,0,0.4044906977446055,A tiempo,Medio
1,1,0.6073373510043348,Tardía,Alto
1,0,0.39190938328598757,A tiempo,Medio
0,1,0.6086397187920434,Tardía,Alto
0,0,0.49789527701108,A tiempo,Medio
0,1,0.6202664863988918,Tardía,Alto
1,0,0.4070608461694207,A tiempo,Medio
1,1,0.5635607936153378,Tardía,Medio
0,0,0.39884907813615417,A tiempo,Medio
0,0,0.4313931931474511,A tiempo,Medio
1,1,0.5840036117401348,Tardía,Medio
1,0,0.4945114003399906,A tiempo,Medio
0,0,0.3446930411601051,A tiempo,Medio
0,1,0.5413576366566312,Tardía,Medio
1,0,0.4547233889803562,A tiempo,Medio
0,0,0.49610391488112404,A tiempo,Medio
0,1,0.5123898880382629,Tardía,Medio
0,0,0.4010921215018992,A tiempo,Medio
1,1,0.58033469614591,Tardía,Medio
0,1,0.5460183463481302,Tardía,Medio
1,0,0.48252559535334516,A tiempo,Medio
0,1,0.594912638334482,Tardía,Medio
1,1,0.5351972635126779,Tardía,Medio
0,1,0.567214364820758,Tardía,Medio
1,1,0.5228384788351322,Tardía,Medio
0,0,0.4771019344141888,A tiempo,Medio
0,0,0.40970250899489724,A tiempo,Medio
0,0,0.48902910353351037,A tiempo,Medio
1,0,0.43740260701841666,A tiempo,Medio
0,0,0.33174356883826583,A tiempo,Medio
0,1,0.5733398612605966,Tardía,Medio
0,0,0.41283258410957535,A tiempo,Medio
0,1,0.5113135025197426,Tardía,Medio
0,0,0.3938377302731026,A tiempo,Medio
0,1,0.6382452540477569,Tardía,Alto
0,1,0.5164576993810018,Tardía,Medio
0,0,0.4844662492261854,A tiempo,Medio
1,1,0.5635904757031444,Tardía,Medio
1,1,0.6212737975614542,Tardía,Alto
0,1,0.5059244016247415,Tardía,Medio
0,0,0.3746512614202297,A tiempo,Medio
0,1,0.5658473701936951,Tardía,Medio
1,0,0.3961324856894405,A tiempo,Medio
1,1,0.5686907943712306,Tardía,Medio
0,0,0.45632182874411503,A tiempo,Medio
0,0,0.419224159678161,A tiempo,Medio
1,0,0.3979432494593437,A tiempo,Medio
0,1,0.5149855401210812,Tardía,Medio
0,0,0.417831692151466,A tiempo,Medio
1,0,0.3407874911887501,A tiempo,Medio
1,0,0.42033499178422085,A tiempo,Medio
0,0,0.3943492407801089,A tiempo,Medio
0,0,0.47395242103754254,A tiempo,Medio
0,1,0.519459228985915,Tardía,Medio
1,1,0.5580659170433002,Tardía,Medio
1,1,0.532759149920067,Tardía,Medio
0,0,0.4043851823892254,A tiempo,Medio
1,1,0.5835487041332302,Tardía,Medio
0,0,0.3630596573327181,A tiempo,Medio
0,0,0.34352287487128375,A tiempo,Medio
0,1,0.5915334270770785,Tardía,Medio
0,0,0.4551758802538955,A tiempo,Medio
0,1,0.6233395411867061,Tardía,Alto
0,0,0.4460884839481519,A tiempo,Medio
0,0,0.36154400352326865,A tiempo,Medio
0,0,0.43530000219748044,A tiempo,Medio
0,0,0.48611056208120385,A tiempo,Medio
1,1,0.5856019602254575,Tardía,Medio
0,1,0.591518885206875,Tardía,Medio
0,0,0.4370906865069376,A tiempo,Medio
0,1,0.5770402751726432,Tardía,Medio
1,1,0.5762628797327182,Tardía,Medio
0,0,0.46842006147300475,A tiempo,Medio
1,1,0.5455787293914865,Tardía,Medio
1,0,0.49158866186045985,A tiempo,Medio
0,0,0.49849976128492457,A tiempo,Medio
1,0,0.4959442958143543,A tiempo,Medio
0,0,0.4411936075858413,A tiempo,Medio
1,0,0.4425048318916047,A tiempo,Medio
0,0,0.4045005811226322,A tiempo,Medio
1,1,0.5779659479503138,Tardía,Medio
0,1,0.5699148533780419,Tardía,Medio
0,0,0.3446641939273309,A tiempo,Medio
1,0,0.4267071953046118,A tiempo,Medio
1,1,0.5371120850910345,Tardía,Medio
1,0,0.48921877869150676,A tiempo,Medio
0,0,0.45969747143688444,A tiempo,Medio
0,1,0.5490462318924955,Tardía,Medio
0,0,0.37215057249671063,A tiempo,Medio
0,0,0.42827571704708484,A tiempo,Medio
0,1,0.5390057598464938,Tardía,Medio
0,1,0.5602919285417531,Tardía,Medio
0,1,0.5254503217859902,Tardía,Medio
1,1,0.582910350460976,Tardía,Medio
0,1,0.5880275046435984,Tardía,Medio
0,1,0.6118432650921574,Tardía,Alto
1,1,0.6203260828488025,Tardía,Alto
0,0,0.40336441095000314,A tiempo,Medio
0,1,0.5659578892002876,Tardía,Medio
0,0,0.4342550065169791,A tiempo,Medio
0,0,0.4494021399579015,A tiempo,Medio
0,0,0.4777773165217093,A tiempo,Medio
0,0,0.42173820193105227,A tiempo,Medio
1,1,0.5471889741865393,Tardía,Medio
0,0,0.3859560563136462,A tiempo,Medio
0,0,0.4884282445543693,A tiempo,Medio
0,0,0.39984582818010794,A tiempo,Medio
1,1,0.6231511500224912,Tardía,Alto
0,1,0.5217670687235408,Tardía,Medio
1,1,0.515220664490588,Tardía,Medio
0,1,0.516270277735824,Tardía,Medio
0,0,0.4318052701208322,A tiempo,Medio
0,1,0.5919784999018777,Tardía,Medio
0,0,0.39559991508661174,A tiempo,Medio
0,1,0.5390248227205786,Tardía,Medio
0,0,0.4449806101058859,A tiempo,Medio
0,0,0.3893677190462489,A tiempo,Medio
1,1,0.5159323881994753,Tardía,Medio
1,1,0.5943930698566346,Tardía,Medio
0,1,0.5003150562396891,Tardía,Medio
1,1,0.5265346701311618,Tardía,Medio
0,1,0.5578961487174003,Tardía,Medio
1,1,0.5507954004870768,Tardía,Medio
1,0,0.38838222491404556,A tiempo,Medio
0,1,0.5161487556842628,Tardía,Medio
0,0,0.4319103136528348,A tiempo,Medio
0,0,0.41729695171825104,A tiempo,Medio
0,1,0.5467877165933306,Tardía,Medio
0,0,0.3937452058737013,A tiempo,Medio
0,0,0.46450374441169345,A tiempo,Medio
0,0,0.4409106637544922,A tiempo,Medio
0,0,0.46097049514440497,A tiempo,Medio
0,0,0.45462920207183083,A tiempo,Medio
1,0,0.4251701196792615,A tiempo,Medio
0,0,0.40641372223495836,A tiempo,Medio
0,1,0.5123143705474275,Tardía,Medio
0,1,0.5560688865319888,Tardía,Medio
0,0,0.39980232037437863,A tiempo,Medio
0,0,0.4755236957354506,A tiempo,Medio
0,1,0.5863992588625971,Tardía,Medio
1,1,0.5873717172308155,Tardía,Medio
1,1,0.5699896559297123,Tardía,Medio
0,0,0.40280323765146747,A tiempo,Medio
0,0,0.3981755007262639,A tiempo,Medio
0,0,0.4388863323623475,A tiempo,Medio
0,0,0.4282805535324402,A tiempo,Medio
0,1,0.51234459311159,Tardía,Medio
0,0,0.49060190036625745,A tiempo,Medio
0,1,0.5499670474445569,Tardía,Medio
1,1,0.5185510681702024,Tardía,Medio
0,0,0.45615512265689667,A tiempo,Medio
0,0,0.43708335393378106,A tiempo,Medio
0,1,0.6274296672630272,Tardía,Alto
0,0,0.49705679718310475,A tiempo,Medio
0,0,0.4520383092318332,A tiempo,Medio
1,0,0.4385716210065765,A tiempo,Medio
0,0,0.4355721934903182,A tiempo,Medio
0,0,0.4880595588945523,A tiempo,Medio
0,1,0.6088430896885958,Tardía,Alto
1,1,0.5759334508721127,Tardía,Medio
1,1,0.5542084051520247,Tardía,Medio
1,1,0.5326305465982516,Tardía,Medio
0,0,0.4566821271342065,A tiempo,Medio
1,0,0.42619440134801007,A tiempo,Medio
0,1,0.5960113643337596,Tardía,Medio
1,1,0.5729033165166206,Tardía,Medio
0,0,0.4346235882977369,A tiempo,Medio
1,0,0.4507120102801033,A tiempo,Medio
0,1,0.5367352522840869,Tardía,Medio
0,1,0.5033948976321551,Tardía,Medio
0,1,0.5820001052776517,Tardía,Medio
1,0,0.41607886014171114,A tiempo,Medio
0,0,0.4743539030327621,A tiempo,Medio
0,0,0.40010285607597823,A tiempo,Medio
1,0,0.40235298889444276,A tiempo,Medio
0,0,0.43574774158302404,A tiempo,Medio
0,1,0.5104704486426932,Tardía,Medio
0,1,0.5255526625896736,Tardía,Medio
0,1,0.5192458409432229,Tardía,Medio
0,1,0.541258256853309,Tardía,Medio
0,0,0.37070271996931475,A tiempo,Medio
0,1,0.5612982794662995,Tardía,Medio
0,0,0.38950340067366956,A tiempo,Medio
1,0,0.4767883908985644,A tiempo,Medio
0,1,0.5831453688421028,Tardía,Medio
0,0,0.4023857750694853,A tiempo,Medio
0,0,0.4026954178669331,A tiempo,Medio
1,0,0.38587147637619423,A tiempo,Medio
1,1,0.5811290595892158,Tardía,Medio
0,1,0.6354983238339181,Tardía,Alto
0,1,0.5970043427553088,Tardía,Medio
0,1,0.6246398741587208,Tardía,Alto
0,0,0.4645790345306199,A tiempo,Medio
0,1,0.502037540789796,Tardía,Medio
0,0,0.4527120827029746,A tiempo,Medio
0,0,0.4043765703159957,A tiempo,Medio
1,1,0.5778095016666714,Tardía,Medio
1,1,0.5725180990779325,Tardía,Medio
0,1,0.5271751880328625,Tardía,Medio
1,1,0.5111409489341389,Tardía,Medio
0,1,0.5043577253063465,Tardía,Medio
0,1,0.5924873970069406,Tardía,Medio
0,1,0.5694668081622684,Tardía,Medio
0,1,0.5247482037085504,Tardía,Medio
0,0,0.45629946851595354,A tiempo,Medio
1,0,0.4559749745833893,A tiempo,Medio
0,0,0.43061949246446757,A tiempo,Medio
0,1,0.5217100307066129,Tardía,Medio
0,1,0.5704108549835452,Tardía,Medio
0,0,0.4972181174765108,A tiempo,Medio
1,0,0.4594248432874338,A tiempo,Medio
0,1,0.5225952469630515,Tardía,Medio
1,1,0.528042533522045,Tardía,Medio
1,0,0.47678024226102467,A tiempo,Medio
0,0,0.414467913563973,A tiempo,Medio
1,1,0.5770927918900842,Tardía,Medio
1,0,0.4006422761005764,A tiempo,Medio
0,0,0.4802800166161222,A tiempo,Medio
1,1,0.5205330244470018,Tardía,Medio
0,1,0.5727296435820929,Tardía,Medio
0,0,0.43202148445503163,A tiempo,Medio
1,0,0.3967117360616508,A tiempo,Medio
0,0,0.3686324720937152,A tiempo,Medio
0,0,0.37900115381018856,A tiempo,Medio
1,0,0.44884357446765794,A tiempo,Medio
0,1,0.5154921612552843,Tardía,Medio
0,1,0.5252143300022073,Tardía,Medio
1,1,0.5064515173579996,Tardía,Medio
0,1,0.5978199363648923,Tardía,Medio
0,0,0.43749976309330785,A tiempo,Medio
1,0,0.39192398892403,A tiempo,Medio
0,1,0.5851232936006865,Tardía,Medio
0,0,0.3093849698976502,A tiempo,Medio
0,0,0.376651013397264,A tiempo,Medio
0,0,0.32983058312544145,A tiempo,Medio
1,1,0.6327480708299736,Tardía,Alto
1,1,0.5405015395194691,Tardía,Medio
0,0,0.4957438359763051,A tiempo,Medio
0,1,0.5078704820494716,Tardía,Medio
1,1,0.539784029958229,Tardía,Medio
0,1,0.5938985712746597,Tardía,Medio
0,0,0.3978675642290527,A tiempo,Medio
